date,act_symbol,expiration,strike,call_put,bid,ask,implied_volatility,delta,gamma,theta,vega,stock_price,mid_price,BS_price,BT_price,MC_price,BS_error,BT_error,MC_error,BS_error_pct,BT_error_pct,MC_error_pct
2013-01-02,AAPL,2013-01-04,400.0,call,146.9,150.6,0.3726,1.0,0.0,-1.2112,0.0,549.029976,148.75,149.1395500302694,149.13955003026487,149.19110752534667,0.3895500302693904,0.38955003026487134,0.4411075253466663,0.26188237329034647,0.26188237328730846,0.2965428741826328
2013-01-03,AAPL,2013-01-04,400.0,call,140.2,143.05,0.6783,1.0,0.0,-1.2112,0.0,542.099991,141.625,142.15478176767,142.15478176767402,142.50581410909524,0.5297817676699879,0.5297817676740237,0.8808141090952404,0.37407362236186253,0.37407362236471225,0.6219340576135854
2013-01-04,AAPL,2013-01-04,400.0,call,126.25,127.4,0.3,1.0,0.0,0.0,0.0,526.999992,126.825,126.99999200000002,,126.99999200000002,0.17499200000001736,,0.17499200000001736,0.13797910506604955,,0.13797910506604955
2013-01-07,AAPL,2013-01-11,420.0,call,103.45,104.5,0.509,1.0,0.0,-1.288,0.0005,523.900002,103.975,104.13016326433876,104.13014283592334,103.50200283160817,0.1551632643387677,0.15514283592334266,-0.4729971683918279,0.14923131939289994,0.14921167196282054,-0.45491432401233756
2013-01-08,AAPL,2013-01-11,420.0,call,104.95,106.35,0.3686,1.0,0.0,-1.2717,0.0,525.31002,105.65,105.48258727828977,105.48258727826783,105.42672381769975,-0.16741272171023525,-0.1674127217321768,-0.22327618230025337,-0.15845974605796048,-0.15845974607872862,-0.21133571443469318
2013-01-09,AAPL,2013-01-11,420.0,call,95.45,98.3,0.4424,1.0,0.0,-1.2717,0.0,517.100006,96.875,97.21505873201511,97.21505873182403,97.27260926566616,0.34005873201510894,0.3400587318240298,0.39760926566616206,0.35102836853172537,0.35102836833448237,0.4104353710102318
2013-01-10,AAPL,2013-01-11,420.0,call,102.6,103.9,0.7151,1.0,0.0,-1.2718,0.0,523.509979,103.25,103.56750931153653,103.5675093077501,103.75063133806997,0.31750931153652573,0.31750930775010033,0.5006313380699652,0.30751507170607817,0.3075150680388381,0.4848729666537193
2013-01-11,AAPL,2013-01-11,420.0,call,99.1,100.95,0.3,1.0,0.0,0.0,0.0,520.300026,100.025,100.300026,,100.30002599999997,0.2750259999999969,,0.27502599999996846,0.2749572606848257,,0.27495726068479726
2013-01-14,AAPL,2013-01-19,135.0,call,365.55,367.45,0.5376,1.0,0.0,-0.4088,0.0,501.750015,366.5,366.8424490942993,366.84244909429685,366.87748862394005,0.3424490942992975,0.3424490942968532,0.377488623940053,0.09343767920853957,0.09343767920787265,0.10299826028377981
2013-01-15,AAPL,2013-01-19,135.0,call,349.55,351.35,0.5121,1.0,0.0,-0.4088,0.0,485.920013,350.45000000000005,350.99396533997435,350.99396533997094,350.62262572625457,0.5439653399743065,0.5439653399708959,0.17262572625452322,0.15521910114832543,0.1552191011473522,0.04925830396761969
2013-01-16,AAPL,2013-01-19,135.0,call,370.4,371.45,0.3696,1.0,0.0,-0.4088,0.0,506.089981,370.92499999999995,371.14544905372884,371.145449053726,370.85357980383463,0.2204490537288848,0.22044905372604262,-0.07142019616532025,0.05943224472033021,0.059432244719563966,-0.019254619172425762
2013-01-17,AAPL,2013-01-19,135.0,call,367.15,368.4,0.2869,1.0,0.0,-0.4088,0.0,502.680023,367.775,367.7170042352159,367.7170042352112,367.666821715145,-0.05799576478409563,-0.05799576478875679,-0.10817828485500058,-0.015769360283895216,-0.015769360285162612,-0.02941425731901314
2013-01-18,AAPL,2013-01-19,135.0,call,364.75,365.35,0.0156,1.0,0.0,-0.4088,0.0,500.000015,365.05,365.01850688408865,365.01850688409286,365.0132303877054,-0.03149311591135984,-0.031493115907153424,-0.03676961229461995,-0.00862706914432539,-0.008627069143173106,-0.010072486589404177
2013-01-22,AAPL,2013-01-25,350.0,call,154.2,155.45,0.854,1.0,0.0,-1.0603,0.0,504.770004,154.825,154.91381703821668,154.91381452688847,154.6692170526333,0.08881703821668907,0.08881452688848412,-0.15578294736670273,0.05736608313688944,0.05736446109380535,-0.1006187291243034
2013-01-23,AAPL,2013-01-25,350.0,call,161.75,166.1,1.2917,1.0,0.0,-1.0698,0.0001,514.010002,163.925,164.10614156568778,164.1060745161001,163.7781165763205,0.18114156568776707,0.18107451610009662,-0.14688342367949758,0.11050270897530398,0.11046180637492549,-0.08960404067683243
2013-01-24,AAPL,2013-01-25,350.0,call,99.15,102.25,0.9028,1.0,0.0,-1.0598,0.0,450.499977,100.7,100.54791907108336,100.54791899138549,100.79648800466563,-0.15208092891664649,-0.15208100861451612,0.09648800466563046,-0.1510237625785963,-0.1510238417224589,0.09581728367987136
2013-01-25,AAPL,2013-01-25,350.0,call,88.0,91.6,0.3,1.0,0.0,0.0,0.0,439.880001,89.8,89.880001,,89.880001,0.08000099999999577,,0.08000099999999577,0.08908797327393739,,0.08908797327393739
2013-01-28,AAPL,2013-02-01,350.0,call,98.5,100.75,0.4101,1.0,0.0,-1.0598,0.0,449.830002,99.625,100.0217302952878,100.0217302907291,100.19542481874575,0.3967302952877958,0.3967302907290957,0.5704248187457495,0.398223633914977,0.3982236293391174,0.5725719636092843
2013-01-29,AAPL,2013-02-01,350.0,call,107.8,109.15,0.4067,1.0,0.0,-1.0598,0.0,458.269981,108.475,108.41378706522306,108.41378706522069,108.43086693283735,-0.06121293477693257,-0.06121293477930578,-0.04413306716264742,-0.056430453816024496,-0.056430453818212295,-0.04068501236473604
2013-01-30,AAPL,2013-02-01,350.0,call,106.3,107.2,0.3469,1.0,0.0,-1.0598,0.0,456.830002,106.75,106.92587927648566,106.92587927648148,106.8523849806453,0.17587927648565937,0.17587927648148138,0.10238498064529722,0.16475810443621486,0.16475810443230107,0.09591098889489201
2013-01-31,AAPL,2013-02-01,350.0,call,105.2,106.6,0.4498,1.0,0.0,-1.0598,0.0,455.489998,105.9,105.53793992171126,105.53793992171515,105.65861109777165,-0.3620600782887493,-0.36206007828485554,-0.2413889022283513,-0.3418886480535876,-0.34188864804991076,-0.22794041759051112
2013-02-01,AAPL,2013-02-01,350.0,call,102.85,104.0,0.3,1.0,0.0,0.0,0.0,453.619995,103.425,103.61999500000002,,103.61999500000002,0.19499500000002,,0.19499500000002,0.1885375876239014,,0.1885375876239014
2013-02-04,AAPL,2013-02-08,375.0,call,66.95,68.05,0.2828,1.0,0.0,-1.0893,0.0,442.320004,67.5,67.52542718896495,67.52542717483784,67.55769689652905,0.02542718896495444,0.02542717483784429,0.057696896529051855,0.037669909577710284,0.03766988864865821,0.08547688374674349
2013-02-05,AAPL,2013-02-08,375.0,call,82.05,83.95,0.2434,1.0,0.0,-1.0894,0.0,457.840012,83.0,82.99408992702456,82.9940899270229,83.0230097700569,-0.005910072975439107,-0.005910072977101777,0.023009770056901857,-0.0071205698499266345,-0.007120569851929852,0.02772261452638778
2013-02-06,AAPL,2013-02-08,375.0,call,80.7,83.75,0.6445,1.0,0.0,-1.0914,0.0,457.350014,82.225,82.45280612553319,82.4527896744719,82.46852309428974,0.22780612553319202,0.22778967447190723,0.24352309428974195,0.2770521441571201,0.27703213678553634,0.29616673066554206
2013-02-07,AAPL,2013-02-08,375.0,call,91.4,94.85,0.6465,1.0,0.0,-1.0894,0.0,468.220009,93.125,93.27137534474451,93.27137534470222,93.30969449475587,0.14637534474451286,0.14637534470222135,0.18469449475587396,0.15718157824914133,0.15718157820372763,0.19832965879825393
2013-02-08,AAPL,2013-02-08,375.0,call,98.15,101.4,0.3,1.0,0.0,0.0,0.0,474.980003,99.775,99.98000300000001,,99.98000300000004,0.20500300000000493,,0.20500300000003335,0.20546529691807058,,0.2054652969180991
2013-02-11,AAPL,2013-02-16,260.0,call,219.15,220.25,0.3285,1.0,0.0,-0.7553,0.0,479.930023,219.7,220.10804421865043,220.10804421864734,220.0262400610824,0.4080442186504456,0.40804421864734763,0.3262400610824159,0.18572791017316598,0.18572791017175588,0.14849342789368042
2013-02-12,AAPL,2013-02-16,260.0,call,207.45,208.6,0.3633,1.0,0.0,-0.7553,0.0,467.900002,208.02499999999998,208.04242872883947,208.04242872883657,208.15172278129944,0.01742872883949076,0.017428728836591745,0.12672278129946335,0.00837818956350956,0.00837818956211597,0.06091709232037657
2013-02-13,AAPL,2013-02-16,260.0,call,206.0,207.4,0.2404,1.0,0.0,-0.7553,0.0,467.009995,206.7,207.11682236273703,207.11682236273575,207.04089850798172,0.41682236273703666,0.4168223627357577,0.34089850798173416,0.20165571491874054,0.20165571491812176,0.1649242902669251
2013-02-14,AAPL,2013-02-16,260.0,call,205.8,207.4,0.2421,1.0,0.0,-0.7553,0.0,466.590012,206.60000000000002,206.6612351196751,206.66123511967106,206.60973374591842,0.06123511967507511,0.06123511967103923,0.009733745918396153,0.029639457732369364,0.029639457730415885,0.00471139686272805
2013-02-15,AAPL,2013-02-16,260.0,call,199.2,201.15,0.0222,1.0,0.0,-0.7553,0.0,460.160011,200.175,200.19562499898547,200.19562499898953,200.1908195635597,0.020624998985454113,0.020624998989518417,0.015819563559688277,0.010303483944275814,0.01030348394630619,0.007902866771419147
