date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2019-02-16,EQR,2019-03-15,70.00,Put,0.25,0.35,0.1731,-0.1592,0.0697,-0.0145,0.0505,-0.0083
2019-02-09,ACN,2019-02-22,149.00,Put,0.35,0.45,0.2022,-0.1277,0.0341,-0.0448,0.0667,-0.0072
2019-02-16,EQR,2019-03-15,72.50,Call,1.60,1.85,0.1562,0.6147,0.1208,-0.0246,0.0775,0.0331
2019-02-09,ACN,2019-02-22,152.50,Call,4.00,4.20,0.1741,0.7370,0.0615,-0.0696,0.0994,0.0424
2019-02-16,EQR,2019-03-15,72.50,Put,0.80,0.90,0.1519,-0.3863,0.1263,-0.0194,0.0772,-0.0188
2019-02-09,ACN,2019-02-22,152.50,Put,0.90,1.00,0.1825,-0.2731,0.0603,-0.0635,0.1020,-0.0149
2019-02-16,EQR,2019-03-15,75.00,Call,0.40,0.55,0.1357,0.2832,0.1231,-0.0180,0.0686,0.0155
2019-02-09,ACN,2019-02-22,155.00,Call,2.30,2.45,0.1635,0.5656,0.0790,-0.0760,0.1199,0.0328
2019-02-09,ACN,2019-02-22,155.00,Put,1.65,1.80,0.1704,-0.4390,0.0769,-0.0691,0.1197,-0.0229
2019-02-16,EQR,2019-03-15,75.00,Put,2.05,2.30,0.1398,-0.7235,0.1260,-0.0143,0.0680,-0.0279
2019-02-09,ACN,2019-02-22,157.50,Call,1.10,1.45,0.1664,0.3714,0.0746,-0.0724,0.1152,0.0217
2019-02-16,EQR,2019-03-15,77.50,Call,0.00,0.10,0.1357,0.0740,0.0510,-0.0073,0.0284,0.0041
2019-02-09,ACN,2019-02-22,157.50,Put,2.90,3.10,0.1621,-0.6376,0.0778,-0.0607,0.1155,-0.0301
2019-02-16,EQR,2019-03-15,77.50,Put,3.90,4.70,0.1398,-0.9479,0.0602,-0.0036,0.0236,-0.0137
2019-02-16,EQR,2019-03-15,80.00,Call,0.00,0.45,0.1357,0.0110,0.0105,-0.0015,0.0058,0.0006
2019-02-09,ACN,2019-02-22,162.50,Call,0.10,0.20,0.1500,0.0762,0.0313,-0.0242,0.0436,0.0045
2019-02-09,ACN,2019-02-22,162.50,Put,6.90,7.30,0.1634,-0.9188,0.0359,-0.0213,0.0485,-0.0249
2019-02-16,EQR,2019-03-15,80.00,Put,6.40,7.60,0.1398,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ACN,2019-02-22,167.50,Call,0.00,0.05,0.1500,0.0069,0.0042,-0.0032,0.0059,0.0004
2019-02-16,EQR,2019-03-15,85.00,Call,0.00,0.35,0.1357,0.0000,0.0001,0.0000,0.0000,0.0000
2019-02-09,ACN,2019-02-22,167.50,Put,11.10,12.30,0.1634,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-16,EQR,2019-03-15,85.00,Put,11.40,12.40,0.1398,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-16,EQR,2019-04-18,62.50,Call,10.40,11.70,0.1729,0.9954,0.0030,-0.0051,0.0049,0.0708
2019-02-09,ACN,2019-02-22,170.00,Call,0.00,0.05,0.1500,0.0015,0.0011,-0.0008,0.0015,0.0001
2019-02-16,EQR,2019-04-18,62.50,Put,0.00,0.65,0.2005,-0.0265,0.0103,-0.0029,0.0182,-0.0033
2019-02-09,ACN,2019-02-22,170.00,Put,14.30,14.70,0.1634,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-16,EQR,2019-04-18,65.00,Call,8.00,8.90,0.1729,0.9741,0.0133,-0.0074,0.0190,0.0726
2019-02-09,ACN,2019-02-22,180.00,Call,0.00,0.05,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000
2019-02-16,EQR,2019-04-18,65.00,Put,0.15,0.25,0.2005,-0.0728,0.0234,-0.0064,0.0429,-0.0085
2019-02-09,ACN,2019-02-22,180.00,Put,24.00,24.80,0.1634,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-16,EQR,2019-04-18,67.50,Call,5.90,6.90,0.2226,0.8488,0.0389,-0.0179,0.0720,0.0698
2019-02-09,ACN,2019-03-08,134.00,Call,19.80,24.00,0.2151,0.9949,0.0016,-0.0117,0.0063,0.1020
2019-02-16,EQR,2019-04-18,67.50,Put,0.35,0.45,0.1828,-0.1400,0.0413,-0.0092,0.0687,-0.0160
2019-02-09,ACN,2019-03-08,134.00,Put,0.00,0.40,0.2284,-0.0077,0.0021,-0.0036,0.0091,-0.0009
2019-02-16,EQR,2019-04-18,70.00,Call,3.80,4.20,0.1680,0.7812,0.0652,-0.0171,0.0871,0.0664
2019-02-09,ACN,2019-03-08,140.00,Call,15.20,17.40,0.2151,0.9667,0.0080,-0.0217,0.0319,0.1031
2019-02-16,EQR,2019-04-18,70.00,Put,0.75,0.90,0.1685,-0.2632,0.0660,-0.0121,0.0968,-0.0294
2019-02-16,EQR,2019-04-18,72.50,Call,2.05,2.20,0.1480,0.5950,0.0958,-0.0181,0.1131,0.0550
2019-02-09,ACN,2019-03-08,140.00,Put,0.20,0.60,0.2284,-0.0417,0.0091,-0.0152,0.0384,-0.0051
2019-02-16,EQR,2019-04-18,72.50,Put,1.55,1.70,0.1557,-0.4513,0.0871,-0.0128,0.1175,-0.0485
2019-02-09,ACN,2019-03-08,145.00,Call,10.90,11.60,0.2007,0.9085,0.0190,-0.0345,0.0709,0.0998
2019-02-16,EQR,2019-04-18,75.00,Call,0.85,1.00,0.1413,0.3504,0.0939,-0.0153,0.1077,0.0357
2019-02-09,ACN,2019-03-08,145.00,Put,0.40,0.90,0.2007,-0.0916,0.0191,-0.0245,0.0727,-0.0104
2019-02-16,EQR,2019-04-18,75.00,Put,2.90,3.20,0.1533,-0.6657,0.0820,-0.0103,0.1099,-0.0684
2019-02-09,ACN,2019-03-08,149.00,Call,7.60,8.30,0.2070,0.7932,0.0320,-0.0536,0.1231,0.0886
2019-02-16,EQR,2019-04-18,77.50,Call,0.25,0.35,0.1349,0.1508,0.0607,-0.0088,0.0715,0.0167
2019-02-09,ACN,2019-03-08,149.00,Put,0.90,1.25,0.2070,-0.2077,0.0323,-0.0436,0.1240,-0.0231
2019-02-16,EQR,2019-04-18,77.50,Put,4.60,5.20,0.1427,-0.8521,0.0566,-0.0035,0.0721,-0.0833
2019-02-09,ACN,2019-03-08,152.50,Call,4.80,5.20,0.1769,0.6822,0.0468,-0.0556,0.1536,0.0776
2019-02-16,EQR,2019-04-18,80.00,Call,0.00,0.20,0.1349,0.0516,0.0269,-0.0038,0.0348,0.0061
2019-02-09,ACN,2019-03-08,152.50,Put,1.70,1.85,0.1867,-0.3280,0.0454,-0.0488,0.1579,-0.0351
2019-02-16,EQR,2019-04-18,80.00,Put,6.40,7.90,0.1427,-0.9468,0.0268,0.0000,0.0352,-0.0906
2019-02-09,ACN,2019-03-08,155.00,Call,3.20,3.70,0.1740,0.5571,0.0527,-0.0587,0.1701,0.0638
2019-02-16,EQR,2019-04-18,85.00,Call,0.00,0.45,0.1349,0.0031,0.0024,-0.0003,0.0028,0.0004
2019-02-09,ACN,2019-03-08,155.00,Put,2.55,2.80,0.1797,-0.4480,0.0519,-0.0506,0.1707,-0.0461
2019-02-16,EQR,2019-04-18,85.00,Put,11.20,12.60,0.1427,-0.9969,0.0024,0.0000,0.0037,-0.0973
2019-02-09,ACN,2019-03-08,157.50,Call,2.00,2.25,0.1652,0.4203,0.0549,-0.0541,0.1685,0.0485
2019-02-16,ES,2019-03-15,60.00,Call,9.40,10.40,0.1348,1.0000,0.0000,-0.0041,0.0000,0.0228
2019-02-09,ACN,2019-03-08,157.50,Put,3.70,4.10,0.1734,-0.5815,0.0537,-0.0470,0.1683,-0.0560
2019-02-16,ES,2019-03-15,60.00,Put,0.00,0.05,0.1442,-0.0001,0.0001,0.0000,0.0001,0.0000
2019-02-09,ACN,2019-03-08,162.50,Call,0.55,0.90,0.1656,0.1889,0.0379,-0.0365,0.1165,0.0220
2019-02-16,ES,2019-03-15,65.00,Call,4.90,5.60,0.1348,0.9965,0.0054,-0.0051,0.0024,0.0247
2019-02-09,ACN,2019-03-08,162.50,Put,6.80,7.70,0.1511,-0.8522,0.0408,-0.0211,0.1018,-0.0548
2019-02-16,ES,2019-03-15,65.00,Put,0.05,0.20,0.1442,-0.0355,0.0281,-0.0037,0.0151,-0.0019
2019-02-09,ACN,2019-03-08,167.50,Call,0.05,0.30,0.1656,0.0614,0.0170,-0.0161,0.0523,0.0072
2019-02-16,ES,2019-03-15,70.00,Call,0.90,1.15,0.1348,0.5383,0.1818,-0.0245,0.0725,0.0196
2019-02-09,ACN,2019-03-08,167.50,Put,9.90,14.10,0.1511,-0.9877,0.0162,-0.0021,0.0193,-0.0047
2019-02-16,ES,2019-03-15,70.00,Put,1.10,1.35,0.1442,-0.5268,0.1464,-0.0176,0.0764,-0.0234
2019-02-09,ACN,2019-03-08,170.00,Call,0.00,0.20,0.1656,0.0310,0.0098,-0.0092,0.0302,0.0036
2019-02-16,ES,2019-03-15,75.00,Call,0.00,0.30,0.2129,0.1177,0.0490,-0.0153,0.0384,0.0060
2019-02-09,ACN,2019-03-08,170.00,Put,12.60,16.60,0.1511,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-16,ES,2019-03-15,75.00,Put,4.60,5.70,0.2207,-0.8822,0.0487,-0.0112,0.0398,-0.0330
2019-02-09,ACN,2019-03-08,180.00,Call,0.00,0.05,0.1656,0.0009,0.0004,-0.0004,0.0014,0.0001
2019-02-16,ES,2019-03-15,80.00,Call,0.00,0.60,0.2910,0.0491,0.0181,-0.0104,0.0196,0.0025
2019-02-09,ACN,2019-03-08,180.00,Put,22.40,26.90,0.1511,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-16,ES,2019-03-15,80.00,Put,9.60,10.70,0.2972,-0.9528,0.0182,-0.0054,0.0200,-0.0342
2019-02-09,ACN,2019-03-29,139.00,Call,17.20,18.40,0.2574,0.8998,0.0120,-0.0351,0.1002,0.1639
2019-02-16,ES,2019-04-18,60.00,Call,9.50,11.10,0.1662,0.9999,0.0002,-0.0043,0.0003,0.0222
2019-02-09,ACN,2019-03-29,139.00,Put,0.95,1.40,0.2974,-0.1313,0.0126,-0.0355,0.1198,-0.0266
2019-02-16,ES,2019-04-18,60.00,Put,0.00,0.65,0.1662,-0.0108,0.0060,-0.0010,0.0081,-0.0013
2019-02-09,ACN,2019-03-29,140.00,Call,16.40,18.20,0.2888,0.8609,0.0135,-0.0456,0.1263,0.1564
2019-02-16,ES,2019-04-18,65.00,Call,4.70,5.70,0.1662,0.9137,0.0496,-0.0133,0.0460,0.0472
2019-02-09,ACN,2019-03-29,140.00,Put,1.05,1.45,0.2907,-0.1408,0.0136,-0.0364,0.1327,-0.0284
2019-02-16,ES,2019-04-18,65.00,Put,0.25,0.40,0.1662,-0.1326,0.0458,-0.0077,0.0636,-0.0143
2019-02-09,ACN,2019-03-29,145.00,Call,12.10,13.40,0.2518,0.8019,0.0194,-0.0488,0.1586,0.1502
2019-02-16,ES,2019-04-18,70.00,Call,1.40,1.65,0.1352,0.5114,0.1084,-0.0156,0.1135,0.0554
2019-02-09,ACN,2019-03-29,145.00,Put,1.70,2.15,0.2679,-0.2119,0.0191,-0.0431,0.1670,-0.0420
2019-02-16,ES,2019-04-18,70.00,Put,1.50,1.80,0.1416,-0.5025,0.1032,-0.0111,0.1133,-0.0464
2019-02-16,ES,2019-04-18,75.00,Call,0.10,0.20,0.1352,0.1096,0.0487,-0.0065,0.0534,0.0124
2019-02-16,ES,2019-04-18,75.00,Put,4.80,6.00,0.1416,-0.9121,0.0508,-0.0018,0.0472,-0.0442
2019-02-16,ES,2019-04-18,80.00,Call,0.00,0.35,0.1352,0.0083,0.0059,-0.0008,0.0064,0.0009
2019-02-16,ES,2019-04-18,80.00,Put,9.50,11.30,0.1416,-0.9989,0.0015,0.0000,0.0016,-0.0300
2019-02-16,ESS,2019-03-15,240.00,Call,37.00,42.00,0.1783,0.9990,0.0002,-0.0173,0.0025,0.1832
2019-02-09,ACN,2019-03-29,149.00,Call,9.30,10.20,0.2467,0.7133,0.0242,-0.0561,0.1940,0.1358
2019-02-16,ESS,2019-03-15,240.00,Put,0.00,0.30,0.1935,-0.0021,0.0004,-0.0017,0.0051,-0.0005
2019-02-16,ESS,2019-03-15,250.00,Call,27.10,32.00,0.1783,0.9885,0.0022,-0.0243,0.0231,0.1886
2019-02-09,ACN,2019-03-29,149.00,Put,2.55,3.00,0.2525,-0.2925,0.0241,-0.0476,0.1975,-0.0567
2019-02-16,ESS,2019-03-15,250.00,Put,0.05,0.40,0.1935,-0.0178,0.0029,-0.0114,0.0339,-0.0039
2019-02-09,ACN,2019-03-29,152.50,Call,6.90,7.40,0.2287,0.6267,0.0291,-0.0569,0.2158,0.1212
2019-02-16,ESS,2019-03-15,260.00,Call,17.50,22.00,0.1783,0.9306,0.0097,-0.0493,0.1029,0.1836
2019-02-09,ACN,2019-03-29,152.50,Put,3.60,3.90,0.2376,-0.3799,0.0285,-0.0489,0.2160,-0.0715
2019-02-16,ESS,2019-03-15,260.00,Put,0.50,0.70,0.1935,-0.0856,0.0105,-0.0401,0.1207,-0.0187
2019-02-16,ESS,2019-03-15,270.00,Call,10.50,11.70,0.1697,0.7731,0.0230,-0.0847,0.2325,0.1566
2019-02-09,ACN,2019-03-29,155.00,Call,5.40,5.90,0.2237,0.5517,0.0310,-0.0572,0.2254,0.1076
2019-02-16,ESS,2019-03-15,270.00,Put,1.55,1.80,0.1656,-0.2229,0.0236,-0.0645,0.2386,-0.0435
2019-02-09,ACN,2019-03-29,155.00,Put,4.20,4.80,0.2210,-0.4527,0.0321,-0.0466,0.2256,-0.0824
2019-02-16,ESS,2019-03-15,280.00,Call,4.00,4.40,0.1465,0.4855,0.0353,-0.0896,0.3076,0.1004
2019-02-16,ESS,2019-03-15,280.00,Put,4.70,5.20,0.1486,-0.5204,0.0357,-0.0735,0.3068,-0.0908
2019-02-09,ACN,2019-03-29,157.50,Call,4.20,4.50,0.2191,0.4727,0.0319,-0.0557,0.2268,0.0928
2019-02-16,ESS,2019-03-15,290.00,Call,0.85,1.05,0.1385,0.1694,0.0236,-0.0515,0.1948,0.0354
2019-02-09,ACN,2019-03-29,157.50,Put,5.70,6.10,0.2251,-0.5317,0.0318,-0.0470,0.2263,-0.0937
2019-02-16,ESS,2019-03-15,290.00,Put,10.80,12.30,0.1271,-0.8758,0.0257,-0.0267,0.1662,-0.0862
2019-02-09,ACN,2019-03-29,162.50,Call,2.20,2.45,0.2092,0.3145,0.0298,-0.0466,0.2023,0.0625
2019-02-16,ESS,2019-03-15,300.00,Call,0.00,0.30,0.1385,0.0328,0.0069,-0.0146,0.0565,0.0069
2019-02-09,ACN,2019-03-29,162.50,Put,8.30,9.20,0.2085,-0.6974,0.0310,-0.0363,0.2002,-0.1075
2019-02-16,ESS,2019-03-15,300.00,Put,18.60,23.50,0.1271,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ACN,2019-03-29,167.50,Call,1.00,1.20,0.2026,0.1814,0.0228,-0.0330,0.1502,0.0364
2019-02-09,ACN,2019-03-29,167.50,Put,11.80,13.80,0.2168,-0.8168,0.0239,-0.0272,0.1524,-0.1056
2019-02-16,ESS,2019-03-15,310.00,Call,0.00,0.25,0.1385,0.0035,0.0010,-0.0021,0.0081,0.0007
2019-02-09,ACN,2019-03-29,170.00,Call,0.40,0.80,0.2366,0.1740,0.0191,-0.0372,0.1463,0.0347
2019-02-16,ESS,2019-03-15,310.00,Put,28.60,33.50,0.1271,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ACN,2019-03-29,170.00,Put,14.60,15.80,0.2366,-0.8417,0.0202,-0.0270,0.1390,-0.1050
2019-02-16,ESS,2019-03-15,320.00,Call,0.00,0.25,0.1385,0.0002,0.0001,-0.0002,0.0006,0.0000
2019-02-09,ACN,2019-03-29,180.00,Call,0.00,0.30,0.2366,0.0550,0.0082,-0.0159,0.0634,0.0111
2019-02-16,ESS,2019-03-15,320.00,Put,38.60,43.50,0.1271,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ACN,2019-03-29,180.00,Put,22.50,27.00,0.2366,-0.9724,0.0097,-0.0054,0.0390,-0.0336
2019-02-16,ESS,2019-04-18,240.00,Call,38.40,42.50,0.2792,0.9311,0.0046,-0.0533,0.1520,0.2644
2019-02-09,ADBE,2019-02-22,217.50,Call,39.10,40.00,0.2787,0.9990,0.0002,-0.0168,0.0016,0.0832
2019-02-16,ESS,2019-04-18,240.00,Put,0.45,0.65,0.2256,-0.0497,0.0040,-0.0206,0.1231,-0.0223
2019-02-09,ADBE,2019-02-22,217.50,Put,0.00,0.12,0.3544,-0.0071,0.0011,-0.0124,0.0099,-0.0007
2019-02-16,ESS,2019-04-18,250.00,Call,28.60,32.20,0.2163,0.9198,0.0067,-0.0491,0.1678,0.2712
2019-02-09,ADBE,2019-02-22,232.50,Call,24.55,25.35,0.2939,0.9630,0.0055,-0.0583,0.0407,0.0853
2019-02-16,ESS,2019-04-18,250.00,Put,0.95,1.20,0.2058,-0.0950,0.0073,-0.0305,0.2009,-0.0421
2019-02-09,ADBE,2019-02-22,232.50,Put,0.32,0.42,0.3250,-0.0524,0.0066,-0.0616,0.0539,-0.0053
2019-02-16,ESS,2019-04-18,260.00,Call,20.40,21.50,0.1816,0.8612,0.0118,-0.0567,0.2408,0.2660
2019-02-09,ADBE,2019-02-22,240.00,Call,17.60,18.20,0.2800,0.9021,0.0123,-0.1020,0.0870,0.0820
2019-02-16,ESS,2019-04-18,260.00,Put,2.00,2.35,0.1885,-0.1812,0.0125,-0.0428,0.3047,-0.0787
2019-02-16,ESS,2019-04-18,270.00,Call,12.50,13.70,0.1756,0.7070,0.0187,-0.0739,0.3875,0.2412
2019-02-09,ADBE,2019-02-22,240.00,Put,0.67,0.89,0.2928,-0.1075,0.0126,-0.0954,0.0931,-0.0109
2019-02-16,ESS,2019-04-18,270.00,Put,4.00,4.60,0.1719,-0.3264,0.0188,-0.0515,0.4100,-0.1375
2019-02-09,ADBE,2019-02-22,247.50,Call,11.20,11.70,0.2635,0.7808,0.0223,-0.1532,0.1487,0.0725
2019-02-16,ESS,2019-04-18,280.00,Call,6.30,6.90,0.1590,0.4977,0.0236,-0.0722,0.4450,0.1807
2019-02-09,ADBE,2019-02-22,247.50,Put,1.79,1.97,0.2747,-0.2282,0.0220,-0.1461,0.1576,-0.0212
2019-02-16,ESS,2019-04-18,280.00,Put,7.90,8.70,0.1602,-0.5338,0.0224,-0.0491,0.4504,-0.2160
2019-02-09,ADBE,2019-02-22,252.50,Call,7.60,7.95,0.2540,0.6553,0.0288,-0.1794,0.1853,0.0616
2019-02-09,ADBE,2019-02-22,252.50,Put,3.05,3.30,0.2612,-0.3493,0.0284,-0.1686,0.1861,-0.0317
