date,act_symbol,expiration,strike,call_put,bid,ask,implied_volatility,delta,gamma,theta,vega,stock_price,T,mid_price,risk_free_rate,BS_price,BT_price,MC_price,Random Forest_ML_price,XGBoost_ML_price,Linear Regression_ML_price,SVR_ML_price,BS_error,BT_error,MC_error,Random Forest_ML_error,XGBoost_ML_error,Linear Regression_ML_error,SVR_ML_error,BS_error_pct,BT_error_pct,MC_error_pct,Random Forest_ML_error_pct,XGBoost_ML_error_pct,Linear Regression_ML_error_pct,SVR_ML_error_pct
2013-01-16,AAPL,2013-01-19,135.0,call,370.4,371.45,0.3696,1.0,0.0,-0.4088,0.0,506.089981,0.00821917808219178,370.92499999999995,0.05,371.14544905372884,371.145449053726,371.2178048047042,361.32558896335564,370.99738,-97.85037968117265,149.84461861962913,0.2204490537288848,0.22044905372604262,0.29280480470424664,-9.599411036644312,0.07237548828129547,-468.7753796811726,-221.08038138037082,0.05943224472033021,0.059432244719563966,0.07893908598887825,-2.5879655015553853,0.019512162372796515,-126.38009831668737,-59.60244830636135
2013-01-17,AAPL,2013-01-19,135.0,call,367.15,368.4,0.2869,1.0,0.0,-0.4088,0.0,502.680023,0.005479452054794521,367.775,0.05,367.7170042352159,367.7170042352112,367.6213804053958,359.6492605202151,367.81683,-103.63935167656524,149.84461861962913,-0.05799576478409563,-0.05799576478875679,-0.15361959460415164,-8.125739479784897,0.04183349609377274,-471.4143516765652,-217.93038138037085,-0.015769360283895216,-0.015769360285162612,-0.04176999377449572,-2.2094322560763775,0.011374752523627964,-128.18009698227593,-59.25644249347315
2013-01-18,AAPL,2013-01-19,135.0,call,364.75,365.35,0.0156,1.0,0.0,-0.4088,0.0,500.000015,0.0027397260273972603,365.05,0.05,365.01850688408865,365.01850688409286,365.02371587019553,359.27869995212825,365.04013,-123.7689234240139,149.84461861962913,-0.03149311591135984,-0.031493115907153424,-0.02628412980448047,-5.771300047871762,-0.009869384765636369,-488.8189234240139,-215.20538138037088,-0.00862706914432539,-0.008627069143173106,-0.007200145132031358,-1.5809615252353817,-0.0027035706795333157,-133.90464961622078,-58.95230280245743
2013-01-22,AAPL,2013-01-25,350.0,call,154.2,155.45,0.854,1.0,0.0,-1.0603,0.0,504.770004,0.00821917808219178,154.825,0.05,154.91381703821668,154.91381452688847,154.5870366842246,148.4870948028899,155.98328,-1.762827721064042,149.84461861962913,0.08881703821668907,0.08881452688848412,-0.23796331577537444,-6.337905197110075,1.1582763671875114,-156.58782772106403,-4.980381380370858,0.05736608313688944,0.05736446109380535,-0.1536982501374936,-4.0935928933376875,0.7481197269094212,-101.1385937161725,-3.2167811273184936
2013-01-23,AAPL,2013-01-25,350.0,call,161.75,166.1,1.2917,1.0,0.0,-1.0698,0.0001,514.010002,0.005479452054794521,163.925,0.05,164.10614156568778,164.1060745161001,164.74691993579654,167.45107915251208,166.36244,29.73212901476599,149.84461861962913,0.18114156568776707,0.18107451610009662,0.8219199357965294,3.526079152512068,2.437442016601551,-134.192870985234,-14.08038138037088,0.11050270897530398,0.11046180637492549,0.5013999913353847,2.151031967370485,1.4869251283218246,-81.86235838659996,-8.589526539802275
2013-01-24,AAPL,2013-01-25,350.0,call,99.15,102.25,0.9028,1.0,0.0,-1.0598,0.0,450.499977,0.0027397260273972603,100.7,0.05,100.54791907108336,100.54791899138549,100.70067052352854,96.70621083117935,100.69678,10.213503367437006,149.84461861962913,-0.15208092891664649,-0.15208100861451612,0.0006705235285409117,-3.993789168820655,-0.003222656250002842,-90.48649663256299,49.14461861962913,-0.1510237625785963,-0.1510238417224589,0.0006658624911031894,-3.966026979960928,-0.0032002544687217893,-89.85749417334954,48.802997636175895
2013-01-25,AAPL,2013-01-25,350.0,call,88.0,91.6,0.3,1.0,0.0,0.0,0.0,439.880001,0.0,89.8,0.05,89.880001,,89.88000100001024,96.70621083117935,89.622765,-33.68472506358691,149.84461861962913,0.08000099999999577,,0.0800010000102418,6.906210831179351,-0.1772354125976534,-123.48472506358691,60.044618619629134,0.08908797327393739,,0.08908797328534722,7.690657941179678,-0.19736682917333342,-137.51082969219033,66.86483142497677
2013-01-28,AAPL,2013-02-01,350.0,call,98.5,100.75,0.4101,1.0,0.0,-1.0598,0.0,449.830002,0.010958904109589041,99.625,0.05,100.0217302952878,100.0217302907291,99.87740285080626,96.70621083117935,99.69821,-26.60192287504782,149.84461861962913,0.3967302952877958,0.3967302907290957,0.2524028508062628,-2.918789168820652,0.073211669921875,-126.22692287504782,50.21961861962913,0.398223633914977,0.3982236293391174,0.25335292427228384,-2.929775828176313,0.07348724709849436,-126.70205558348589,50.40865106110829
2013-01-29,AAPL,2013-02-01,350.0,call,107.8,109.15,0.4067,1.0,0.0,-1.0598,0.0,458.269981,0.00821917808219178,108.475,0.05,108.41378706522306,108.41378706522069,108.43907268322344,96.70621083117935,108.60265,-28.256118520716235,149.84461861962913,-0.06121293477693257,-0.06121293477930578,-0.03592731677655081,-11.768789168820646,0.12765350341797443,-136.73111852071622,41.369618619629136,-0.056430453816024496,-0.056430453818212295,-0.033120365776953965,-10.84931013488882,0.11768011377550076,-126.04850750930281,38.13746819048549
2013-01-30,AAPL,2013-02-01,350.0,call,106.3,107.2,0.3469,1.0,0.0,-1.0598,0.0,456.830002,0.005479452054794521,106.75,0.05,106.92587927648566,106.92587927648148,106.86276781799153,96.70621083117935,106.67849,-32.62472931632573,149.84461861962913,0.17587927648565937,0.17587927648148138,0.11276781799152502,-10.043789168820652,-0.07151031494140625,-139.37472931632573,43.09461861962913,0.16475810443621486,0.16475810443230107,0.10563730022625295,-9.408701797490073,-0.06698858542520492,-130.561807322085,40.369666154219324
2013-01-31,AAPL,2013-02-01,350.0,call,105.2,106.6,0.4498,1.0,0.0,-1.0598,0.0,455.489998,0.0027397260273972603,105.9,0.05,105.53793992171126,105.53793992171515,105.52714364123034,96.70621083117935,106.13056,-24.735841912300515,149.84461861962913,-0.3620600782887493,-0.36206007828485554,-0.37285635876966694,-9.193789168820658,0.23056182861327557,-130.63584191230052,43.944618619629125,-0.3418886480535876,-0.34188864804991076,-0.3520834360431227,-8.681576174523755,0.21771655204275314,-123.3577355168088,41.49633486272816
2013-02-01,AAPL,2013-02-01,350.0,call,102.85,104.0,0.3,1.0,0.0,0.0,0.0,453.619995,0.0,103.425,0.05,103.61999500000002,,103.61999499998119,96.70621083117935,103.155136,-35.82646560591428,149.84461861962913,0.19499500000002,,0.19499499998119063,-6.718789168820649,-0.26986389160155966,-139.2514656059143,46.419618619629134,0.1885375876239014,,0.18853758760569556,-6.496291195378921,-0.260927137154034,-134.64004409563867,44.88239653819592
2013-02-04,AAPL,2013-02-08,375.0,call,66.95,68.05,0.2828,1.0,0.0,-1.0893,0.0,442.320004,0.010958904109589041,67.5,0.05,67.52542718896495,67.52542717483784,67.22742637030785,38.18970265685003,65.53865,-28.133823608511065,149.84461861962913,0.02542718896495444,0.02542717483784429,-0.2725736296921468,-29.31029734314997,-1.9613494873046875,-95.63382360851107,82.34461861962913,0.037669909577710284,0.03766988864865821,-0.4038127847291064,-43.42266273059255,-2.9057029441550926,-141.67973867927566,121.99202758463574
2013-02-05,AAPL,2013-02-08,375.0,call,82.05,83.95,0.2434,1.0,0.0,-1.0894,0.0,457.840012,0.00821917808219178,83.0,0.05,82.99408992702456,82.9940899270229,82.87533089041959,38.18970265685003,86.09268,-33.607245946617866,149.84461861962913,-0.005910072975439107,-0.005910072977101777,-0.12466910958040955,-44.81029734314997,3.092681884765625,-116.60724594661787,66.84461861962913,-0.0071205698499266345,-0.007120569851929852,-0.15020374648242116,-53.98831005198792,3.7261227527296685,-140.49065776700948,80.53568508389051
2013-02-06,AAPL,2013-02-08,375.0,call,80.7,83.75,0.6445,1.0,0.0,-1.0914,0.0,457.350014,0.005479452054794521,82.225,0.05,82.45280612553319,82.4527896744719,82.45624742649045,38.18970265685003,82.93587,-3.3564903283562657,149.84461861962913,0.22780612553319202,0.22778967447190723,0.23124742649045515,-44.03529734314996,0.7108673095703182,-85.58149032835627,67.61961861962914,0.2770521441571201,0.27703213678553634,0.28123736879349975,-53.55463343648521,0.8645391420739655,-104.0820800588097,82.23729841244042
2013-02-07,AAPL,2013-02-08,375.0,call,91.4,94.85,0.6465,1.0,0.0,-1.0894,0.0,468.220009,0.0027397260273972603,93.125,0.05,93.27137534474451,93.27137534470222,93.24575283052879,38.18970265685003,93.18006,-4.982125465367659,149.84461861962913,0.14637534474451286,0.14637534470222135,0.1207528305287866,-54.93529734314997,0.05506134033203125,-98.10712546536766,56.71961861962913,0.15718157824914133,0.15718157820372763,0.12966746902420037,-58.99092332150332,0.05912627149748322,-105.3499333856297,60.90697301436685
2013-02-08,AAPL,2013-02-08,375.0,call,98.15,101.4,0.3,1.0,0.0,0.0,0.0,474.980003,0.0,99.775,0.05,99.98000300000001,,99.98000300000385,39.52791709731335,100.09094,-32.255793562114036,149.84461861962913,0.20500300000000493,,0.20500300000384186,-60.24708290268666,0.3159423828124943,-132.03079356211404,50.069618619629125,0.20546529691807058,,0.20546529692191617,-60.38294452787437,0.3166548562390321,-132.3285327608259,50.18252931057793
2013-02-11,AAPL,2013-02-16,260.0,call,219.15,220.25,0.3285,1.0,0.0,-0.7553,0.0,479.930023,0.0136986301369863,219.7,0.05,220.10804421865043,220.10804421864734,220.1645702533417,198.95625194654286,219.97343,-62.207771416207265,149.84461861962913,0.4080442186504456,0.40804421864734763,0.4645702533417193,-20.743748053457125,0.27343444824219887,-281.90777141620725,-69.85538138037086,0.18572791017316598,0.18572791017175588,0.2114566469466178,-9.441851640171656,0.12445810115712284,-128.31487092226092,-31.79580399652747
2013-02-12,AAPL,2013-02-16,260.0,call,207.45,208.6,0.3633,1.0,0.0,-0.7553,0.0,467.900002,0.010958904109589041,208.02499999999998,0.05,208.04242872883947,208.04242872883657,208.00651496272692,198.95625194654286,207.63942,-57.78960574943423,149.84461861962913,0.01742872883949076,0.017428728836591745,-0.018485037273052285,-9.068748053457114,-0.38558044433591476,-265.81460574943424,-58.18038138037085,0.00837818956350956,0.00837818956211597,-0.008885969125370647,-4.359451053218178,-0.18535293562596553,-127.7801253452394,-27.967975666564527
2013-02-13,AAPL,2013-02-16,260.0,call,206.0,207.4,0.2404,1.0,0.0,-0.7553,0.0,467.009995,0.00821917808219178,206.7,0.05,207.11682236273703,207.11682236273575,207.1383814033291,198.95625194654286,206.06512,-67.00381800987381,149.84461861962913,0.41682236273703666,0.4168223627357577,0.43838140332911735,-7.743748053457125,-0.6348754882812386,-273.70381800987377,-56.85538138037086,0.20165571491874054,0.20165571491812176,0.2120858264775604,-3.746370611251633,-0.307148276865621,-132.4159738799583,-27.506231920837376
2013-02-14,AAPL,2013-02-16,260.0,call,205.8,207.4,0.2421,1.0,0.0,-0.7553,0.0,466.590012,0.005479452054794521,206.60000000000002,0.05,206.6612351196751,206.66123511967106,206.58969301103062,198.95625194654286,206.21011,-66.89224237744486,149.84461861962913,0.06123511967507511,0.06123511967103923,-0.010306988969404074,-7.643748053457159,-0.38988647460939774,-273.4922423774449,-56.75538138037089,0.029639457732369364,0.029639457730415885,-0.00498886203746567,-3.69978124562302,-0.18871562178576848,-132.37765845955704,-27.471142972105945
2013-02-15,AAPL,2013-02-16,260.0,call,199.2,201.15,0.0222,1.0,0.0,-0.7553,0.0,460.160011,0.0027397260273972603,200.175,0.05,200.19562499898547,200.19562499898953,200.1957612548573,198.95625194654286,198.96426,-82.55998061962677,149.84461861962913,0.020624998985454113,0.020624998989518417,0.020761254857291078,-1.2187480534571478,-1.2107360839843864,-282.73498061962675,-50.33038138037088,0.010303483944275814,0.01030348394630619,0.01037155232036522,-0.6088412905992995,-0.6048388080351624,-141.2439018956547,-25.143190398586672
2013-02-19,AAPL,2013-02-22,380.0,call,79.45,80.25,0.2913,1.0,0.0,-1.104,0.0,459.990021,0.00821917808219178,79.85,0.05,80.14615329938528,80.14615329938317,80.01151243622088,38.18970265685003,82.354675,-28.949063201193404,149.84461861962913,0.29615329938528134,0.29615329938317814,0.16151243622088884,-41.66029734314996,2.5046752929687557,-108.7990632011934,69.99461861962914,0.3708870374267769,0.370887037424143,0.20226980115327348,-52.17319642222914,3.1367254764793433,-136.25430582491347,87.65763133328633
2013-02-20,AAPL,2013-02-22,380.0,call,68.65,69.5,0.4787,1.0,0.0,-1.104,0.0,448.850006,0.005479452054794521,69.075,0.05,68.95410494403882,68.95410366660478,68.99257301944994,38.18970265685003,70.14712,-13.158428054515532,149.84461861962913,-0.120895055961185,-0.12089633339522265,-0.0824269805500677,-30.885297343149972,1.072117614746091,-82.23342805451554,80.76961861962913,-0.17501998691449147,-0.17502183625801324,-0.11932968592119825,-44.71269973673539,1.5521065721984666,-119.0494796301347,116.93032011527922
2013-02-21,AAPL,2013-02-22,380.0,call,65.5,66.45,0.5172,1.0,0.0,-1.104,0.0,446.060009,0.0027397260273972603,65.975,0.05,66.11206023206262,66.11206023014417,66.2361897052384,38.18970265685003,66.10039,-9.901458770029052,149.84461861962913,0.1370602320626233,0.13706023014417212,0.261189705238408,-27.785297343149963,0.12538757324219318,-75.87645877002905,83.86961861962914,0.20774570983345708,0.20774570692561142,0.39589193670088374,-42.11488797749142,0.19005316141294915,-115.00789506635702,127.12333250417454
2013-02-22,AAPL,2013-02-22,380.0,call,70.25,71.15,0.3,1.0,0.0,0.0,0.0,450.809998,0.0,70.7,0.05,70.80999800000001,,70.80999800000579,38.18970265685003,70.63028,-27.108222090691378,149.84461861962913,0.10999800000000448,,0.1099980000057883,-32.51029734314997,-0.06972045898437784,-97.80822209069137,79.14461861962913,0.15558415841584794,,0.1555841584240287,-45.983447444342254,-0.09861451058610726,-138.34260550309955,111.94429790612324
2013-02-25,AAPL,2013-03-01,365.0,call,76.95,78.9,0.4634,1.0,0.0,-1.0888,0.0011,442.799988,0.010958904109589041,77.92500000000001,0.05,78.0000760314415,78.00004185196285,78.01767455597701,61.90423065767751,76.658035,-17.345371638908304,149.84461861962913,0.07507603144148334,0.07504185196283686,0.09267455597699836,-16.020769342322502,-1.2669647216796989,-95.27037163890832,71.91961861962912,0.0963439607847075,0.09630009876527025,0.11892788704138382,-20.559216352034007,-1.6258770890981056,-122.25905888855732,92.2933828933322
2013-02-26,AAPL,2013-03-01,365.0,call,83.1,84.8,0.466,1.0,0.0,-1.0604,0.0,448.970009,0.00821917808219178,83.94999999999999,0.05,84.11997965104945,84.11997905408641,84.24063361282712,61.90423065767751,84.39245,-18.193131547214293,149.84461861962913,0.16997965104945933,0.16997905408642566,0.2906336128271363,-22.04576934232248,0.4424484252929801,-102.14313154721428,65.89461861962914,0.20247724961222077,0.20247653851867262,0.34619846673869725,-26.260594809198906,0.5270380289374391,-121.67138957381096,78.492696390267
2013-02-27,AAPL,2013-03-01,365.0,call,79.3,80.05,0.4259,1.0,0.0,-1.0603,0.0,444.569988,0.005479452054794521,79.675,0.05,79.66997430298363,79.66997430269062,79.45610106998845,61.90423065767751,79.34259,-20.614295523084508,149.84461861962913,-0.005025697016364461,-0.005025697309378074,-0.21889893001154803,-17.770769342322488,-0.33240966796874716,-100.2892955230845,70.16961861962913,-0.006307746490573532,-0.0063077468583345765,-0.2747397929231855,-22.304071970282383,-0.4172069883511103,-125.87297837851837,88.06980686492518
2013-02-28,AAPL,2013-03-01,365.0,call,76.2,77.3,0.6271,1.0,0.0,-1.0603,0.0,441.400009,0.0027397260273972603,76.75,0.05,76.45000558289041,76.45000557765852,76.67229670127989,61.90423065767751,76.37204,-5.025014078675284,149.84461861962913,-0.29999441710958763,-0.2999944223414843,-0.07770329872010961,-14.845769342322491,-0.377960205078125,-81.77501407867528,73.09461861962913,-0.39087220470304573,-0.3908722115198493,-0.10124208302294412,-19.343021944394128,-0.4924562932614006,-106.54724961390916,95.23728810375131
2013-03-01,AAPL,2013-03-01,365.0,call,63.55,66.75,0.3,1.0,0.0,0.0,0.0,430.470013,0.0,65.15,0.05,65.470013,,65.47001299999839,56.415161987035845,65.053,-28.077814511231104,149.84461861962913,0.3200129999999888,,0.32001299999838295,-8.734838012964161,-0.09699859619141193,-93.22781451123112,84.69461861962913,0.4911941673061992,,0.49119416730373433,-13.40727246809541,-0.14888502868981107,-143.09718267264944,129.99941461186359
2013-03-04,AAPL,2013-03-08,360.0,call,58.65,60.9,0.4788,0.9997,0.0001,-2.3332,0.0503,420.049988,0.010958904109589041,59.775,0.05,60.25261654015122,60.25223242926448,59.889466127516634,77.74429586016656,60.061134,-14.017541751645375,149.84461861962913,0.47761654015122446,0.4772324292644825,0.11446612751663565,17.96929586016656,0.28613433837890767,-73.79254175164537,90.06961861962913,0.7990239065683388,0.7983813120275742,0.19149498538960377,30.061557273386136,0.47868563509645784,-123.45050899480614,150.68108510184715
2013-03-05,AAPL,2013-03-08,360.0,call,70.3,72.1,0.5386,1.0,0.0,-1.097,0.002,431.139988,0.00821917808219178,71.19999999999999,0.05,71.28839820586774,71.28832692707743,71.21626427349166,81.79893119521765,72.66691,-11.317395879517463,149.84461861962913,0.08839820586774749,0.08832692707744627,0.016264273491671588,10.59893119521766,1.4669082641601676,-82.51739587951745,78.64461861962914,0.12415478352211728,0.12405467286158187,0.022843080746729763,14.88613931912593,2.060264415955292,-115.89521893190656,110.45592502756905
2013-03-06,AAPL,2013-03-08,360.0,call,64.8,66.45,0.4513,1.0,0.0,-1.0148,0.0,425.659996,0.005479452054794521,65.625,0.05,65.75861324405997,65.75861293274876,65.8133107506771,78.9606042336251,66.55086,-17.13069402183976,149.84461861962913,0.13361324405997266,0.13361293274876118,0.188310750677104,13.335604233625105,0.9258575439453125,-82.75569402183976,84.21961861962913,0.20360113380567263,0.2036006594266837,0.28694971531749186,20.32092073695254,1.4108305431547619,-126.1039146999463,128.33465694419678
2013-03-07,AAPL,2013-03-08,360.0,call,69.1,72.65,0.5199,1.0,0.0,-1.0148,0.0,430.580002,0.0027397260273972603,70.875,0.05,70.62931369093872,70.62931369091149,70.70584575546002,81.42115507844966,71.19555,-12.804974228012526,149.84461861962913,-0.2456863090612842,-0.2456863090885122,-0.16915424453998185,10.546155078449658,0.32054901123046875,-83.67997422801253,78.96961861962913,-0.3466473496455509,-0.3466473496839678,-0.23866560076187915,14.879936618623857,0.45227373718584657,-118.06698303776018,111.42097865203404
2013-03-08,AAPL,2013-03-08,360.0,call,70.9,72.2,0.3,1.0,0.0,0.0,0.0,431.720001,0.0,71.55000000000001,0.05,71.72000100000002,,71.72000099998827,81.79893119521765,71.34439,-29.652696675822057,149.84461861962913,0.1700010000000134,,0.17000099998826101,10.248931195217637,-0.20560913085938637,-101.20269667582207,78.29461861962912,0.23759748427674823,,0.23759748426032284,14.324152613861123,-0.2873642639544184,-141.44332169926213,109.42644111758086
2013-03-11,AAPL,2013-03-16,255.0,call,182.35,183.6,0.3039,1.0,0.0,-0.7188,0.0,437.869995,0.0136986301369863,182.975,0.05,183.04459273367644,183.04459273367254,183.1136396996021,184.08794190670963,182.29214,-58.88731690266653,149.84461861962913,0.06959273367644414,0.06959273367255037,0.13863969960209488,1.1129419067096364,-0.6828552246093693,-241.86231690266652,-33.130381380370864,0.03803401211993122,0.03803401211780318,0.07576974974837812,0.6082480703427443,-0.3731959145289626,-132.18325831543464,-18.106507107731037
2013-03-12,AAPL,2013-03-16,255.0,call,172.65,173.9,0.3716,1.0,0.0,-0.7188,0.0,428.429993,0.010958904109589041,173.275,0.05,173.56968075328493,173.56968075328234,173.4575381854305,172.70178998454116,172.64633,-52.391101462732735,149.84461861962913,0.29468075328492205,0.2946807532823357,0.18253818543050215,-0.5732100154588409,-0.6286682128906307,-225.66610146273274,-23.430381380370875,0.1700653604299074,0.17006536042841475,0.10534594455663088,-0.33080941593353963,-0.3628153010478319,-130.23581097257699,-13.522078418912638
2013-03-13,AAPL,2013-03-16,255.0,call,172.85,173.8,0.2984,1.0,0.0,-0.7188,0.0,428.349991,0.00821917808219178,173.325,0.05,173.4547639903767,173.4547639903754,173.33906558954754,172.70178998454116,173.44838,-57.98251369240214,149.84461861962913,0.12976399037671627,0.12976399037540887,0.014065589547556101,-0.6232100154588238,0.12337951660157387,-231.30751369240213,-23.480381380370858,0.07486743999810545,0.07486743999735115,0.008115153352116603,-0.35956152629962435,0.07118391265055467,-133.45305852727657,-13.547025172578023
2013-03-14,AAPL,2013-03-16,255.0,call,177.1,177.6,0.2668,1.0,0.0,-0.7188,0.0,432.499992,0.005479452054794521,177.35,0.05,177.56984544429673,177.569845444293,177.47407884144013,178.9831600259434,176.11763,-61.0952367166926,149.84461861962913,0.21984544429673747,0.21984544429301422,0.12407884144013792,1.633160025943397,-1.2323699951171818,-238.4452367166926,-27.505381380370864,0.12396134440188185,0.12396134439978249,0.06996269604744174,0.9208683540701421,-0.6948801776809596,-134.44896347149287,-15.509095788198964
2013-03-15,AAPL,2013-03-16,255.0,call,188.4,189.2,0.4521,1.0,0.0,-0.7188,0.0,443.660007,0.0027397260273972603,188.8,0.05,188.6949361143896,188.6949361143925,188.54464894927798,184.8944877870562,187.85968,-48.93906056150223,149.84461861962913,-0.1050638856104058,-0.10506388560750679,-0.2553510507220267,-3.905512212943819,-0.9403198242187614,-237.73906056150224,-38.95538138037088,-0.05564824449703697,-0.05564824449550147,-0.13524949720446328,-2.0685975704151582,-0.4980507543531575,-125.92111258554144,-20.63314691756932
2013-03-18,AAPL,2013-03-22,320.0,call,134.15,137.55,0.4364,1.0,0.0,-0.9021,0.0,455.720016,0.010958904109589041,135.85000000000002,0.05,135.89531043549482,135.89531043549206,136.02244658865607,127.51496179678321,135.52989,-33.81635892089125,149.84461861962913,0.045310435494798185,0.04531043549204128,0.1724465886560438,-8.335038203216811,-0.32010803222658524,-169.66635892089127,13.994618619629108,0.033353283396980626,0.03335328339495125,0.1269389684623068,-6.1354716254816415,-0.23563344293454927,-124.89242467492913,10.30152272331918
