date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,stock_price
2013-01-03,AAPL,2013-07-20,870.0,put,331.3,333.75,0.4087,-0.922,0.0009,-19.4613,58.148,542.099991
2013-01-03,AAPL,2013-07-20,875.0,put,336.25,338.6,0.4087,-0.9247,0.0009,-18.8518,56.5859,542.099991
2013-01-03,AAPL,2013-07-20,880.0,put,341.15,343.55,0.4087,-0.9274,0.0008,-18.2541,55.0545,542.099991
2013-01-03,AAPL,2013-07-20,885.0,put,346.1,348.9,0.4087,-0.9299,0.0008,-17.6681,53.5537,542.099991
2013-01-03,AAPL,2013-07-20,890.0,put,351.05,353.5,0.4087,-0.9324,0.0008,-17.0939,52.0835,542.099991
2013-01-03,AAPL,2013-07-20,895.0,put,356.0,358.45,0.4087,-0.9348,0.0008,-16.5312,50.6441,542.099991
2013-01-03,AAPL,2013-07-20,900.0,put,360.95,363.4,0.4087,-0.9371,0.0008,-15.9802,49.2351,542.099991
2013-01-03,AAPL,2013-07-20,905.0,put,365.9,368.35,0.4087,-0.9394,0.0007,-15.4408,47.8564,542.099991
2013-01-03,AAPL,2013-07-20,910.0,put,370.85,373.3,0.4087,-0.9416,0.0007,-14.9129,46.5081,542.099991
2013-01-03,AAPL,2013-07-20,915.0,put,375.8,378.25,0.4087,-0.9437,0.0007,-14.3965,45.1897,542.099991
2013-01-03,AAPL,2013-07-20,920.0,put,380.75,383.15,0.4087,-0.9457,0.0007,-13.8914,43.901,542.099991
2013-01-03,AAPL,2013-07-20,925.0,put,385.7,388.1,0.4087,-0.9476,0.0007,-13.3976,42.6419,542.099991
2013-01-03,AAPL,2013-07-20,930.0,put,390.65,393.1,0.4087,-0.9495,0.0005,-12.9149,41.412,542.099991
2013-01-03,AAPL,2013-07-20,935.0,put,395.65,398.05,0.4087,-0.9514,0.0005,-12.4432,40.2111,542.099991
2013-01-03,AAPL,2013-07-20,940.0,put,400.6,403.0,0.4087,-0.9531,0.0005,-11.9825,39.0388,542.099991
2013-01-03,AAPL,2013-07-20,945.0,put,405.55,408.55,0.4087,-0.9548,0.0005,-11.5325,37.8947,542.099991
2013-01-03,AAPL,2013-07-20,950.0,put,410.55,412.95,0.4087,-0.9565,0.0005,-11.0932,36.7787,542.099991
2013-01-03,AAPL,2013-07-20,955.0,put,415.5,417.9,0.4087,-0.9581,0.0005,-10.6644,35.6901,542.099991
2013-01-03,AAPL,2013-07-20,960.0,put,420.45,422.9,0.4087,-0.9596,0.0005,-10.2459,34.6288,542.099991
2013-01-03,AAPL,2013-07-20,965.0,put,425.45,427.85,0.4087,-0.9611,0.0005,-9.8376,33.5941,542.099991
2013-01-03,AAPL,2013-07-20,970.0,put,430.4,432.9,0.4087,-0.9625,0.0005,-9.4393,32.5859,542.099991
2013-01-03,AAPL,2013-07-20,975.0,put,435.4,438.35,0.4087,-0.9639,0.0005,-9.0509,31.6036,542.099991
2013-01-03,AAPL,2013-07-20,980.0,put,440.2,443.2,0.4087,-0.9652,0.0005,-8.6722,30.6468,542.099991
2013-01-03,AAPL,2013-07-20,985.0,put,445.15,447.95,0.4087,-0.9665,0.0005,-8.3031,29.715,542.099991
2013-01-03,AAPL,2013-07-20,990.0,put,450.1,453.3,0.4087,-0.9677,0.0004,-7.9433,28.8079,542.099991
2013-01-03,AAPL,2013-07-20,995.0,put,455.1,457.9,0.4087,-0.9689,0.0004,-7.5927,27.925,542.099991
2013-01-03,AAPL,2013-07-20,1000.0,put,460.05,463.25,0.4087,-0.9701,0.0004,-7.2512,27.0658,542.099991
2013-01-03,AAPL,2013-07-20,1010.0,put,470.0,473.2,0.4087,-0.9723,0.0004,-6.5945,25.4167,542.099991
2013-01-03,AAPL,2013-07-20,1020.0,put,480.05,483.15,0.4087,-0.9743,0.0004,-5.9719,23.8573,542.099991
2013-01-03,AAPL,2013-07-20,1030.0,put,489.95,492.75,0.4087,-0.9762,0.0002,-5.3819,22.3836,542.099991
2013-01-03,AAPL,2013-10-19,255.0,call,285.75,288.9,0.2808,0.9992,0.0,-1.0035,1.32,542.099991
2013-01-03,AAPL,2013-10-19,260.0,call,280.8,283.95,0.2808,0.999,0.0,-1.0826,1.6824,542.099991
2013-01-03,AAPL,2013-10-19,265.0,call,275.85,279.0,0.2808,0.9987,0.0,-1.1752,2.1218,542.099991
2013-01-03,AAPL,2013-10-19,270.0,call,270.9,274.05,0.2808,0.9983,0.0,-1.2835,2.6493,542.099991
2013-01-03,AAPL,2013-10-19,275.0,call,265.95,269.1,0.2808,0.9978,0.0001,-1.4092,3.2766,542.099991
2013-01-03,AAPL,2013-10-19,280.0,call,261.0,264.15,0.2808,0.9973,0.0001,-1.5548,4.0157,542.099991
2013-01-03,AAPL,2013-10-19,285.0,call,256.1,259.25,0.2808,0.9966,0.0001,-1.7221,4.8792,542.099991
2013-01-03,AAPL,2013-10-19,290.0,call,251.2,254.35,0.2808,0.9959,0.0001,-1.9136,5.8793,542.099991
2013-01-03,AAPL,2013-10-19,295.0,call,246.6,248.9,0.2808,0.995,0.0001,-2.1313,7.0286,542.099991
2013-01-03,AAPL,2013-10-19,300.0,call,242.2,243.95,0.2808,0.9939,0.0001,-2.3774,8.3391,542.099991
2013-01-03,AAPL,2013-10-19,305.0,call,237.1,239.55,0.2808,0.9926,0.0002,-2.6539,9.8225,542.099991
2013-01-03,AAPL,2013-10-19,310.0,call,232.25,234.45,0.2808,0.9912,0.0002,-2.9628,11.4896,542.099991
2013-01-03,AAPL,2013-10-19,315.0,call,227.45,229.65,0.2808,0.9895,0.0002,-3.3056,13.3507,542.099991
2013-01-03,AAPL,2013-10-19,320.0,call,222.65,224.85,0.2808,0.9877,0.0002,-3.6842,15.4146,542.099991
2013-01-03,AAPL,2013-10-19,325.0,call,217.85,220.1,0.2808,0.9855,0.0002,-4.0996,17.689,542.099991
2013-01-03,AAPL,2013-10-19,330.0,call,213.05,215.4,0.2808,0.9831,0.0002,-4.5531,20.1801,542.099991
2013-01-03,AAPL,2013-10-19,335.0,call,208.4,210.7,0.2808,0.9804,0.0004,-5.0454,22.8924,542.099991
2013-01-03,AAPL,2013-10-19,340.0,call,204.2,206.05,0.2808,0.9774,0.0004,-5.5769,25.8292,542.099991
2013-01-03,AAPL,2013-10-19,345.0,call,199.35,201.5,0.2808,0.9741,0.0004,-6.1479,28.9912,542.099991
2013-01-03,AAPL,2013-10-19,350.0,call,195.05,196.5,0.2808,0.9704,0.0005,-6.7582,32.3777,542.099991
2013-01-03,AAPL,2013-10-19,355.0,call,190.1,192.35,0.2808,0.9664,0.0005,-7.4071,35.9859,542.099991
2013-01-03,AAPL,2013-10-19,360.0,call,186.1,187.75,0.2808,0.962,0.0005,-8.094,39.811,542.099991
2013-01-03,AAPL,2013-10-19,365.0,call,181.05,183.35,0.2808,0.9572,0.0007,-8.8174,43.8463,542.099991
2013-01-03,AAPL,2013-10-19,370.0,call,177.2,178.75,0.2808,0.952,0.0007,-9.5758,48.0831,542.099991
2013-01-03,AAPL,2013-10-19,375.0,call,172.15,174.5,0.2808,0.9464,0.0008,-10.3674,52.5109,542.099991
2013-01-03,AAPL,2013-10-19,380.0,call,167.8,170.15,0.2808,0.9404,0.0009,-11.19,57.1173,542.099991
2013-01-03,AAPL,2013-10-19,385.0,call,163.45,165.75,0.2808,0.9339,0.0009,-12.0409,61.8885,542.099991
2013-01-03,AAPL,2013-10-19,390.0,call,159.15,161.55,0.2808,0.927,0.001,-12.9176,66.8089,542.099991
2013-01-03,AAPL,2013-10-19,395.0,call,154.95,157.35,0.2808,0.9197,0.0011,-13.8168,71.8615,542.099991
2013-01-03,AAPL,2013-10-19,400.0,call,151.45,153.15,0.2808,0.9119,0.0011,-14.7355,77.0282,542.099991
2013-01-03,AAPL,2013-10-19,405.0,call,146.6,148.95,0.2808,0.9036,0.0013,-15.6701,82.2897,542.099991
2013-01-03,AAPL,2013-10-19,410.0,call,143.2,144.75,0.2808,0.895,0.0013,-16.6171,87.626,542.099991
2013-01-03,AAPL,2013-10-19,415.0,call,138.6,140.95,0.2808,0.8859,0.0014,-17.5728,93.0164,542.099991
2013-01-03,AAPL,2013-10-19,420.0,call,134.6,136.95,0.2808,0.8763,0.0015,-18.5335,98.4394,542.099991
2013-01-03,AAPL,2013-10-19,425.0,call,130.75,133.1,0.2808,0.8664,0.0016,-19.4952,103.8736,542.099991
2013-01-03,AAPL,2013-10-19,430.0,call,127.55,129.3,0.2808,0.856,0.0017,-20.4542,109.2971,542.099991
2013-01-03,AAPL,2013-10-19,435.0,call,123.2,125.4,0.2808,0.8452,0.0018,-21.4066,114.6883,542.099991
2013-01-03,AAPL,2013-10-19,440.0,call,120.15,121.85,0.2808,0.8341,0.0018,-22.3486,120.0259,542.099991
2013-01-03,AAPL,2013-10-19,445.0,call,116.5,117.55,0.2808,0.8226,0.0019,-23.2765,125.2888,542.099991
2013-01-03,AAPL,2013-10-19,450.0,call,112.95,114.0,0.2808,0.8107,0.002,-24.1866,130.4565,542.099991
2013-01-03,AAPL,2013-10-19,455.0,call,109.45,111.05,0.2808,0.7985,0.0021,-25.0756,135.5093,542.099991
2013-01-03,AAPL,2013-10-19,460.0,call,106.0,107.3,0.2808,0.7859,0.0022,-25.9401,140.4283,542.099991
2013-01-03,AAPL,2013-10-19,465.0,call,102.35,103.9,0.2808,0.7731,0.0022,-26.7769,145.1956,542.099991
2013-01-03,AAPL,2013-10-19,470.0,call,99.3,100.4,0.2808,0.76,0.0023,-27.583,149.7944,542.099991
2013-01-03,AAPL,2013-10-19,475.0,call,95.95,97.15,0.2808,0.7466,0.0023,-28.3557,154.2088,542.099991
2013-01-03,AAPL,2013-10-19,480.0,call,92.8,94.0,0.2808,0.733,0.0023,-29.0925,158.4245,542.099991
2013-01-03,AAPL,2013-10-19,485.0,call,89.6,90.7,0.2808,0.7191,0.0025,-29.791,162.4281,542.099991
2013-01-03,AAPL,2013-10-19,490.0,call,86.75,87.6,0.2808,0.705,0.0025,-30.4492,166.2079,542.099991
2013-01-03,AAPL,2013-10-19,495.0,call,83.75,84.8,0.2808,0.6909,0.0026,-31.0652,169.7534,542.099991
2013-01-03,AAPL,2013-10-19,500.0,call,80.8,81.9,0.2808,0.6766,0.0027,-31.6375,173.0554,542.099991
2013-01-03,AAPL,2013-10-19,505.0,call,77.85,79.0,0.2808,0.6622,0.0027,-32.1648,176.1063,542.099991
2013-01-03,AAPL,2013-10-19,510.0,call,75.35,76.15,0.2808,0.6475,0.0027,-32.6457,178.8997,542.099991
2013-01-03,AAPL,2013-10-19,515.0,call,72.5,73.4,0.2808,0.633,0.0028,-33.0798,181.4307,542.099991
2013-01-03,AAPL,2013-10-19,520.0,call,69.75,70.7,0.2808,0.6183,0.0028,-33.4662,183.6956,542.099991
2013-01-03,AAPL,2013-10-19,525.0,call,67.3,68.25,0.2808,0.6036,0.0028,-33.8047,185.6922,542.099991
2013-01-03,AAPL,2013-10-19,530.0,call,64.8,65.75,0.2808,0.5889,0.0028,-34.0951,187.4195,542.099991
2013-01-03,AAPL,2013-10-19,535.0,call,62.45,63.3,0.2808,0.5742,0.0028,-34.3374,188.8775,542.099991
2013-01-03,AAPL,2013-10-19,540.0,call,60.1,61.1,0.2808,0.5596,0.0028,-34.5319,190.0677,542.099991
2013-01-03,AAPL,2013-10-19,545.0,put,65.25,65.95,0.3378,-0.4442,0.0023,-39.7673,190.3328,542.099991
2013-01-03,AAPL,2013-10-19,550.0,put,68.1,68.7,0.3376,-0.4563,0.0023,-39.8704,191.0606,542.099991
2013-01-03,AAPL,2013-10-19,555.0,put,70.8,71.65,0.3372,-0.4684,0.0023,-39.9111,191.611,542.099991
2013-01-03,AAPL,2013-10-19,560.0,put,73.65,74.45,0.3365,-0.4805,0.0025,-39.8775,191.9854,542.099991
2013-01-03,AAPL,2013-10-19,565.0,put,76.65,77.7,0.3372,-0.4921,0.0025,-39.9749,192.1775,542.099991
2013-01-03,AAPL,2013-10-19,570.0,put,79.65,80.4,0.336,-0.5043,0.0025,-39.806,192.2039,542.099991
2013-01-03,AAPL,2013-10-19,575.0,put,82.8,83.45,0.3358,-0.516,0.0025,-39.7347,192.0605,542.099991
2013-01-03,AAPL,2013-10-19,580.0,put,85.85,86.8,0.3358,-0.5275,0.0025,-39.6415,191.7567,542.099991
2013-01-03,AAPL,2013-10-19,585.0,put,88.95,89.9,0.3352,-0.5393,0.0025,-39.4272,191.2815,542.099991
2013-01-03,AAPL,2013-10-19,590.0,put,92.3,93.2,0.3353,-0.5505,0.0023,-39.2933,190.6714,542.099991
2013-01-03,AAPL,2013-10-19,595.0,put,95.65,96.8,0.3361,-0.5613,0.0023,-39.1937,189.9387,542.099991
2013-01-03,AAPL,2013-10-19,600.0,put,99.05,99.85,0.3352,-0.5729,0.0023,-38.8577,189.0004,542.099991
2013-01-03,AAPL,2013-10-19,605.0,put,102.6,103.35,0.3357,-0.5835,0.0023,-38.6755,187.9932,542.099991
2013-01-03,AAPL,2013-10-19,610.0,put,105.85,106.9,0.3352,-0.5945,0.0023,-38.3336,186.7966,542.099991
2013-01-03,AAPL,2013-10-19,615.0,put,109.5,110.55,0.3358,-0.6047,0.0023,-38.1132,185.5569,542.099991
2013-01-03,AAPL,2013-10-19,620.0,put,112.95,114.05,0.3352,-0.6156,0.0023,-37.7054,184.1001,542.099991
2013-01-03,AAPL,2013-10-19,625.0,put,116.75,117.8,0.336,-0.6252,0.0023,-37.4668,182.6677,542.099991
2013-01-03,AAPL,2013-10-19,630.0,put,120.3,121.7,0.3363,-0.6351,0.0023,-37.1381,181.0901,542.099991
2013-01-03,AAPL,2013-10-19,635.0,put,124.4,125.35,0.3372,-0.6443,0.0023,-36.875,179.5002,542.099991
2013-01-03,AAPL,2013-10-19,640.0,put,127.9,129.1,0.3365,-0.6545,0.0023,-36.3647,177.6078,542.099991
2013-01-03,AAPL,2013-10-19,645.0,put,131.75,133.0,0.3369,-0.6638,0.0022,-35.9939,175.7842,542.099991
2013-01-03,AAPL,2013-10-19,650.0,put,135.6,136.85,0.337,-0.673,0.0022,-35.5629,173.8377,542.099991
2013-01-03,AAPL,2013-10-19,655.0,put,139.55,141.55,0.3396,-0.6801,0.0022,-35.4895,172.2795,542.099991
2013-01-03,AAPL,2013-10-19,660.0,put,143.55,145.0,0.3386,-0.6899,0.0022,-34.8664,170.0088,542.099991
2013-01-03,AAPL,2013-10-19,665.0,put,147.9,149.0,0.34,-0.6975,0.0021,-34.5922,168.1516,542.099991
2013-01-03,AAPL,2013-10-19,670.0,put,151.9,153.05,0.3403,-0.7058,0.0021,-34.1404,166.0255,542.099991
2013-01-03,AAPL,2013-10-19,675.0,put,156.1,157.1,0.341,-0.7136,0.0021,-33.7399,163.9468,542.099991
2013-01-03,AAPL,2013-10-19,680.0,put,159.75,162.0,0.3424,-0.7206,0.002,-33.4407,162.0088,542.099991
2013-01-03,AAPL,2013-10-19,685.0,put,163.9,166.15,0.3429,-0.7282,0.002,-32.9935,159.8273,542.099991
2013-01-03,AAPL,2013-10-19,690.0,put,168.1,170.35,0.3435,-0.7356,0.002,-32.555,157.6447,542.099991
2013-01-03,AAPL,2013-10-19,695.0,put,172.25,174.6,0.3439,-0.7429,0.0019,-32.0781,155.3839,542.099991
2013-01-03,AAPL,2013-10-19,700.0,put,176.9,178.6,0.3449,-0.7494,0.0019,-31.7087,153.3063,542.099991
2013-01-03,AAPL,2013-10-19,705.0,put,180.75,183.2,0.3453,-0.7564,0.0019,-31.2055,150.9823,542.099991
2013-01-03,AAPL,2013-10-19,710.0,put,185.25,186.9,0.3446,-0.7642,0.0019,-30.5336,148.324,542.099991
2013-01-03,AAPL,2013-10-19,715.0,put,189.45,191.95,0.3471,-0.7689,0.0018,-30.3847,146.6767,542.099991
2013-01-03,AAPL,2013-10-19,720.0,put,193.95,196.35,0.3484,-0.7746,0.0018,-30.0376,144.6583,542.099991
2013-01-03,AAPL,2013-10-19,725.0,put,198.35,200.75,0.3493,-0.7804,0.0018,-29.6231,142.5145,542.099991
2013-01-03,AAPL,2013-10-19,730.0,put,202.85,204.6,0.3484,-0.7877,0.0017,-28.9059,139.7418,542.099991
2013-01-03,AAPL,2013-10-19,735.0,put,207.3,209.7,0.3515,-0.7912,0.0017,-28.8596,138.3922,542.099991
2013-01-03,AAPL,2013-10-19,740.0,put,211.8,214.25,0.3528,-0.7962,0.0017,-28.5121,136.4241,542.099991
2013-01-03,AAPL,2013-10-19,745.0,put,216.35,218.75,0.354,-0.8011,0.0016,-28.1488,134.4373,542.099991
2013-01-03,AAPL,2013-10-19,750.0,put,220.9,223.3,0.3552,-0.8059,0.0016,-27.7868,132.469,542.099991
2013-01-03,AAPL,2013-10-19,755.0,put,225.4,227.85,0.3561,-0.8108,0.0016,-27.3752,130.4047,542.099991
2013-01-03,AAPL,2013-10-19,760.0,put,230.0,232.45,0.3575,-0.8152,0.0015,-27.0509,128.5537,542.099991
2013-01-03,AAPL,2013-10-19,765.0,put,234.65,237.05,0.359,-0.8192,0.0015,-26.7461,126.7667,542.099991
2013-01-03,AAPL,2013-10-19,770.0,put,239.25,241.7,0.3603,-0.8234,0.0015,-26.4097,124.9254,542.099991
2013-01-03,AAPL,2013-10-19,775.0,put,244.3,245.65,0.3607,-0.8282,0.0015,-25.9212,122.7418,542.099991
2013-01-03,AAPL,2013-10-19,780.0,put,248.95,250.3,0.3621,-0.832,0.0014,-25.6077,120.9876,542.099991
2013-01-03,AAPL,2013-10-19,785.0,put,253.25,255.7,0.3649,-0.8345,0.0014,-25.5387,119.8417,542.099991
2013-01-03,AAPL,2013-10-19,790.0,put,258.0,260.35,0.3665,-0.8379,0.0014,-25.2664,118.2302,542.099991
2013-01-03,AAPL,2013-10-19,795.0,put,262.7,265.05,0.368,-0.8413,0.0014,-24.9803,116.605,542.099991
2013-01-03,AAPL,2013-10-19,800.0,put,267.75,269.35,0.3693,-0.8448,0.0013,-24.6632,114.923,542.099991
2013-01-03,AAPL,2013-10-19,805.0,put,272.1,274.5,0.371,-0.8478,0.0013,-24.4189,113.4384,542.099991
2013-01-03,AAPL,2013-10-19,810.0,put,276.95,279.25,0.3731,-0.8503,0.0013,-24.2649,112.1964,542.099991
2013-01-03,AAPL,2013-10-19,815.0,put,281.65,284.0,0.3746,-0.8534,0.0013,-23.9762,110.6415,542.099991
2013-01-03,AAPL,2013-10-19,820.0,put,286.4,288.75,0.3761,-0.8563,0.0013,-23.7087,109.157,542.099991
2013-01-03,AAPL,2013-10-19,825.0,put,291.25,293.55,0.3783,-0.8585,0.0011,-23.5661,108.0031,542.099991
2013-01-03,AAPL,2013-10-19,830.0,put,296.05,298.35,0.3802,-0.8609,0.0011,-23.3755,106.7481,542.099991
2013-01-03,AAPL,2013-10-19,835.0,put,300.75,303.1,0.3812,-0.8639,0.0011,-23.0506,105.1734,542.099991
2013-01-03,AAPL,2013-10-19,840.0,put,305.55,307.9,0.383,-0.8664,0.0011,-22.8333,103.8863,542.099991
2013-01-03,AAPL,2013-10-19,845.0,put,310.4,312.75,0.3852,-0.8683,0.0011,-22.706,102.8443,542.099991
2013-01-03,AAPL,2013-10-19,850.0,put,315.2,317.85,0.3882,-0.8695,0.0011,-22.7205,102.1777,542.099991
2013-01-03,AAPL,2013-10-19,855.0,put,320.05,322.65,0.39,-0.8717,0.0011,-22.5317,101.0149,542.099991
2013-01-03,AAPL,2013-10-19,860.0,put,324.9,327.3,0.3911,-0.8743,0.0011,-22.2263,99.5726,542.099991
2013-01-03,AAPL,2013-10-19,865.0,put,329.6,332.3,0.393,-0.8762,0.0011,-22.0625,98.5043,542.099991
2013-01-03,AAPL,2013-10-19,870.0,put,334.45,337.15,0.3948,-0.8781,0.0011,-21.9024,97.4608,542.099991
2013-01-03,AAPL,2013-10-19,875.0,put,339.3,342.05,0.397,-0.8797,0.001,-21.7803,96.5288,542.099991
2013-01-03,AAPL,2013-10-19,880.0,put,344.0,347.45,0.4006,-0.8802,0.001,-21.9191,96.2718,542.099991
2013-01-03,AAPL,2014-01-18,215.0,call,325.3,328.55,0.2567,0.9999,0.0,-0.6803,0.2557,542.099991
2013-01-03,AAPL,2014-01-18,220.0,call,320.3,324.0,0.2567,0.9998,0.0,-0.7073,0.3518,542.099991
2013-01-03,AAPL,2014-01-18,225.0,call,315.3,319.0,0.2567,0.9998,0.0,-0.7377,0.4771,542.099991
2013-01-03,AAPL,2014-01-18,230.0,call,310.65,313.7,0.2567,0.9997,0.0,-0.7725,0.638,542.099991
2013-01-03,AAPL,2014-01-18,235.0,call,305.35,309.05,0.2567,0.9996,0.0,-0.8126,0.8422,542.099991
2013-01-03,AAPL,2014-01-18,240.0,call,300.4,304.1,0.2567,0.9994,0.0,-0.859,1.098,542.099991
2013-01-03,AAPL,2014-01-18,245.0,call,295.3,299.1,0.2567,0.9993,0.0,-0.9129,1.4147,542.099991
2013-01-03,AAPL,2014-01-18,250.0,call,291.2,293.55,0.2567,0.999,0.0,-0.9755,1.8027,542.099991
2013-01-03,AAPL,2014-01-18,255.0,call,286.3,288.65,0.2567,0.9988,0.0,-1.0482,2.2728,542.099991
2013-01-03,AAPL,2014-01-18,260.0,call,281.35,284.15,0.2567,0.9984,0.0,-1.1324,2.8369,542.099991
2013-01-03,AAPL,2014-01-18,265.0,call,276.35,279.15,0.2567,0.998,0.0,-1.2295,3.5073,542.099991
2013-01-03,AAPL,2014-01-18,270.0,call,271.15,273.95,0.2567,0.9975,0.0001,-1.3412,4.2967,542.099991
2013-01-03,AAPL,2014-01-18,275.0,call,266.25,269.4,0.2567,0.9969,0.0001,-1.469,5.2183,542.099991
2013-01-03,AAPL,2014-01-18,280.0,call,260.9,264.3,0.2567,0.9962,0.0001,-1.6146,6.2852,542.099991
2013-01-03,AAPL,2014-01-18,285.0,call,256.05,259.9,0.2567,0.9953,0.0001,-1.7795,7.5107,542.099991
2013-01-03,AAPL,2014-01-18,290.0,call,252.0,254.85,0.2567,0.9944,0.0001,-1.9653,8.9075,542.099991
2013-01-03,AAPL,2014-01-18,295.0,call,247.2,249.95,0.2567,0.9932,0.0001,-2.1736,10.4881,542.099991
2013-01-03,AAPL,2014-01-18,300.0,call,242.75,244.95,0.2567,0.9919,0.0002,-2.4057,12.2643,542.099991
2013-01-03,AAPL,2014-01-18,305.0,call,237.7,239.95,0.2567,0.9904,0.0002,-2.6628,14.2467,542.099991
2013-01-03,AAPL,2014-01-18,310.0,call,233.1,235.7,0.2567,0.9887,0.0002,-2.9463,16.4452,542.099991
2013-01-03,AAPL,2014-01-18,315.0,call,227.7,230.75,0.2567,0.9867,0.0002,-3.257,18.868,542.099991
2013-01-03,AAPL,2014-01-18,320.0,call,223.95,225.8,0.2567,0.9845,0.0002,-3.5959,21.5225,542.099991
2013-01-03,AAPL,2014-01-18,325.0,call,219.8,221.15,0.2567,0.982,0.0002,-3.9636,24.4137,542.099991
2013-01-03,AAPL,2014-01-18,330.0,call,215.15,216.85,0.2567,0.9793,0.0004,-4.3604,27.5456,542.099991
2013-01-03,AAPL,2014-01-18,335.0,call,210.55,212.55,0.2567,0.9763,0.0004,-4.7866,30.9197,542.099991
2013-01-03,AAPL,2014-01-18,340.0,call,205.7,207.75,0.2567,0.9729,0.0004,-5.2421,34.536,542.099991
2013-01-03,AAPL,2014-01-18,345.0,call,201.4,203.15,0.2567,0.9692,0.0005,-5.7267,38.3925,542.099991
2013-01-03,AAPL,2014-01-18,350.0,call,197.45,199.1,0.2567,0.9652,0.0005,-6.2398,42.4851,542.099991
2013-01-03,AAPL,2014-01-18,355.0,call,192.65,194.65,0.2567,0.9608,0.0005,-6.7806,46.8078,542.099991
2013-01-03,AAPL,2014-01-18,360.0,call,188.1,190.15,0.2567,0.9561,0.0007,-7.3481,51.3525,542.099991
2013-01-03,AAPL,2014-01-18,365.0,call,184.4,186.3,0.2567,0.951,0.0007,-7.9411,56.1092,542.099991
2013-01-03,AAPL,2014-01-18,370.0,call,180.2,181.85,0.2567,0.9455,0.0008,-8.558,61.0664,542.099991
2013-01-03,AAPL,2014-01-18,375.0,call,176.1,177.25,0.2567,0.9396,0.0008,-9.1973,66.2104,542.099991
2013-01-03,AAPL,2014-01-18,380.0,call,171.75,173.45,0.2567,0.9333,0.0009,-9.857,71.5261,542.099991
2013-01-03,AAPL,2014-01-18,385.0,call,167.85,169.65,0.2567,0.9265,0.001,-10.535,76.997,542.099991
2013-01-03,AAPL,2014-01-18,390.0,call,163.85,165.65,0.2567,0.9194,0.0011,-11.2292,82.6052,542.099991
2013-01-03,AAPL,2014-01-18,395.0,call,159.3,161.65,0.2567,0.9119,0.0011,-11.9371,88.3316,542.099991
2013-01-03,AAPL,2014-01-18,400.0,call,156.45,156.95,0.2567,0.904,0.0011,-12.6564,94.1561,542.099991
2013-01-03,AAPL,2014-01-18,405.0,call,151.9,153.65,0.2567,0.8956,0.0013,-13.3843,100.0581,542.099991
2013-01-03,AAPL,2014-01-18,410.0,call,148.2,149.55,0.2567,0.8869,0.0014,-14.1184,106.0158,542.099991
2013-01-03,AAPL,2014-01-18,415.0,call,144.15,146.0,0.2567,0.8777,0.0014,-14.8558,112.0076,542.099991
2013-01-03,AAPL,2014-01-18,420.0,call,140.7,141.9,0.2567,0.8682,0.0015,-15.5938,118.0112,542.099991
2013-01-03,AAPL,2014-01-18,425.0,call,136.8,138.6,0.2567,0.8583,0.0016,-16.3298,124.0044,542.099991
2013-01-03,AAPL,2014-01-18,430.0,call,133.35,135.2,0.2567,0.848,0.0017,-17.0609,129.9651,542.099991
2013-01-03,AAPL,2014-01-18,435.0,call,129.95,131.7,0.2567,0.8374,0.0017,-17.7845,135.8714,542.099991
2013-01-03,AAPL,2014-01-18,440.0,call,126.4,128.15,0.2567,0.8265,0.0018,-18.498,141.7019,542.099991
2013-01-03,AAPL,2014-01-18,445.0,call,123.05,124.9,0.2567,0.8152,0.0019,-19.1989,147.4357,542.099991
2013-01-03,AAPL,2014-01-18,450.0,call,120.0,120.6,0.2567,0.8036,0.002,-19.8845,153.0528,542.099991
2013-01-03,AAPL,2014-01-18,455.0,call,116.3,117.85,0.2567,0.7916,0.002,-20.5528,158.5337,542.099991
2013-01-03,AAPL,2014-01-18,460.0,call,113.1,114.75,0.2567,0.7795,0.0021,-21.2011,163.8601,542.099991
2013-01-03,AAPL,2014-01-18,465.0,call,109.8,111.2,0.2567,0.767,0.0022,-21.8276,169.0147,542.099991
2013-01-03,AAPL,2014-01-18,470.0,call,106.8,108.0,0.2567,0.7543,0.0022,-22.4304,173.9813,542.099991
2013-01-03,AAPL,2014-01-18,475.0,call,103.65,104.95,0.2567,0.7413,0.0023,-23.0074,178.7449,542.099991
2013-01-03,AAPL,2014-01-18,480.0,call,100.7,101.9,0.2567,0.7282,0.0023,-23.5571,183.2917,542.099991
2013-01-03,AAPL,2014-01-18,485.0,call,97.85,99.0,0.2567,0.715,0.0023,-24.078,187.6093,542.099991
2013-01-03,AAPL,2014-01-18,490.0,call,94.9,96.1,0.2567,0.7016,0.0023,-24.5687,191.6865,542.099991
2013-01-03,AAPL,2014-01-18,495.0,call,92.2,93.15,0.2567,0.6879,0.0025,-25.0281,195.5137,542.099991
2013-01-03,AAPL,2014-01-18,500.0,call,89.35,90.25,0.2567,0.6743,0.0025,-25.4552,199.0822,542.099991
2013-01-03,AAPL,2014-01-18,505.0,call,86.65,87.8,0.2567,0.6605,0.0026,-25.8489,202.3851,542.099991
2013-01-03,AAPL,2014-01-18,510.0,call,84.0,85.1,0.2567,0.6465,0.0026,-26.2088,205.4167,542.099991
2013-01-03,AAPL,2014-01-18,515.0,call,81.45,82.7,0.2567,0.6326,0.0027,-26.5344,208.1724,542.099991
