date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,stock_price
2013-01-03,AAPL,2013-06-22,500.0,call,69.45,70.2,0.3207,0.6864,0.003,-46.1794,130.9182,542.099991
2013-01-03,AAPL,2013-06-22,505.0,call,66.4,67.0,0.3197,0.6703,0.0031,-46.9527,133.662,542.099991
2013-01-03,AAPL,2013-06-22,510.0,call,63.4,64.0,0.3189,0.654,0.0031,-47.689,136.1913,542.099991
2013-01-03,AAPL,2013-06-22,515.0,call,60.5,61.1,0.3182,0.6374,0.0032,-48.3532,138.4815,542.099991
2013-01-03,AAPL,2013-06-22,520.0,call,57.65,58.25,0.3172,0.6206,0.0032,-48.8807,140.5162,542.099991
2013-01-03,AAPL,2013-06-22,525.0,call,54.95,55.55,0.3167,0.6037,0.0033,-49.3937,142.2983,542.099991
2013-01-03,AAPL,2013-06-22,530.0,call,52.35,52.9,0.3161,0.5867,0.0033,-49.7976,143.8129,542.099991
2013-01-03,AAPL,2013-06-22,535.0,call,49.8,50.35,0.3155,0.5696,0.0034,-50.1073,145.0568,542.099991
2013-01-03,AAPL,2013-06-22,540.0,call,47.45,47.9,0.3153,0.5525,0.0034,-50.3845,146.0259,542.099991
2013-01-03,AAPL,2013-06-22,545.0,put,50.85,51.3,0.3395,-0.4607,0.0032,-52.7256,146.5886,542.099991
2013-01-03,AAPL,2013-06-22,550.0,put,53.55,54.0,0.3388,-0.4766,0.0032,-52.7489,147.0489,542.099991
2013-01-03,AAPL,2013-06-22,555.0,put,56.35,56.9,0.3387,-0.4922,0.0032,-52.7812,147.2749,542.099991
2013-01-03,AAPL,2013-06-22,560.0,put,59.25,59.8,0.3384,-0.5078,0.0032,-52.699,147.2744,542.099991
2013-01-03,AAPL,2013-06-22,565.0,put,62.25,62.8,0.3382,-0.5233,0.0032,-52.5517,147.0521,542.099991
2013-01-03,AAPL,2013-06-22,570.0,put,65.3,65.9,0.338,-0.5386,0.0032,-52.3261,146.6141,542.099991
2013-01-03,AAPL,2013-06-22,575.0,put,68.45,69.05,0.3378,-0.5537,0.0032,-52.0247,145.9673,542.099991
2013-01-03,AAPL,2013-06-22,580.0,put,71.7,72.25,0.3377,-0.5686,0.0032,-51.6671,145.122,542.099991
2013-01-03,AAPL,2013-06-22,585.0,put,75.0,75.65,0.3379,-0.5831,0.0031,-51.2913,144.0971,542.099991
2013-01-03,AAPL,2013-06-22,590.0,put,78.3,79.1,0.3379,-0.5974,0.0031,-50.8163,142.886,542.099991
2013-01-03,AAPL,2013-06-22,595.0,put,81.8,82.45,0.3378,-0.6116,0.0031,-50.2619,141.4978,542.099991
2013-01-03,AAPL,2013-06-22,600.0,put,85.3,86.0,0.3379,-0.6254,0.003,-49.684,139.9607,542.099991
2013-01-03,AAPL,2013-06-22,605.0,put,88.9,89.6,0.3381,-0.6389,0.003,-49.07,138.2832,542.099991
2013-01-03,AAPL,2013-06-22,610.0,put,92.45,93.3,0.3381,-0.6522,0.003,-48.3692,136.4503,542.099991
2013-01-03,AAPL,2013-06-22,615.0,put,96.3,97.05,0.3389,-0.6646,0.0028,-47.7702,134.5753,542.099991
2013-01-03,AAPL,2013-06-22,620.0,put,100.05,100.95,0.3395,-0.6769,0.0028,-47.094,132.5762,542.099991
2013-01-03,AAPL,2013-06-22,625.0,put,103.8,104.75,0.3394,-0.6893,0.0028,-46.247,130.3869,542.099991
2013-01-03,AAPL,2013-06-22,630.0,put,107.75,108.7,0.3402,-0.7008,0.0028,-45.538,128.2305,542.099991
2013-01-03,AAPL,2013-06-22,635.0,put,111.55,113.05,0.3415,-0.7115,0.0027,-44.8988,126.0867,542.099991
2013-01-03,AAPL,2013-06-22,640.0,put,115.75,116.75,0.3416,-0.7228,0.0027,-43.9976,123.685,542.099991
2013-01-03,AAPL,2013-06-22,645.0,put,119.65,121.3,0.3435,-0.7323,0.0026,-43.4335,121.554,542.099991
2013-01-03,AAPL,2013-06-22,650.0,put,123.65,125.0,0.3419,-0.7444,0.0025,-42.1424,118.7046,542.099991
2013-01-03,AAPL,2013-06-22,655.0,put,127.95,129.6,0.3451,-0.7522,0.0025,-41.8123,116.7868,542.099991
2013-01-03,AAPL,2013-06-22,660.0,put,132.35,133.4,0.3449,-0.7624,0.0023,-40.7932,114.1583,542.099991
2013-01-03,AAPL,2013-06-22,665.0,put,136.65,137.9,0.3471,-0.7704,0.0023,-40.22,112.0061,542.099991
2013-01-03,AAPL,2013-06-22,670.0,put,140.8,142.45,0.3486,-0.7786,0.0023,-39.5159,109.7209,542.099991
2013-01-03,AAPL,2013-06-22,675.0,put,145.4,146.55,0.3498,-0.7869,0.0023,-38.7437,107.3668,542.099991
2013-01-03,AAPL,2013-06-22,680.0,put,149.7,150.8,0.3499,-0.7956,0.0022,-37.7336,104.7302,542.099991
2013-01-03,AAPL,2013-06-22,685.0,put,154.05,155.25,0.3509,-0.8033,0.0021,-36.9124,102.3292,542.099991
2013-01-03,AAPL,2013-06-22,690.0,put,158.4,160.1,0.3536,-0.8093,0.0021,-36.4568,100.4145,542.099991
2013-01-03,AAPL,2013-06-22,695.0,put,163.05,164.3,0.3544,-0.8167,0.002,-35.5951,97.9987,542.099991
2013-01-03,AAPL,2013-06-22,700.0,put,167.65,168.75,0.356,-0.8231,0.002,-34.9091,95.8334,542.099991
2013-01-03,AAPL,2013-06-22,705.0,put,172.05,173.4,0.3572,-0.8296,0.0019,-34.1409,93.5794,542.099991
2013-01-03,AAPL,2013-06-22,710.0,put,176.7,177.9,0.3589,-0.8354,0.0019,-33.4868,91.5056,542.099991
2013-01-03,AAPL,2013-06-22,715.0,put,181.3,183.0,0.3633,-0.8388,0.0018,-33.4263,90.2942,542.099991
2013-01-03,AAPL,2013-06-22,720.0,put,185.8,187.6,0.3642,-0.8448,0.0018,-32.6123,88.0575,542.099991
2013-01-03,AAPL,2013-06-22,725.0,put,190.6,192.3,0.3672,-0.8489,0.0017,-32.2628,86.5086,542.099991
2013-01-03,AAPL,2013-06-22,730.0,put,195.1,196.95,0.368,-0.8546,0.0017,-31.4431,84.3122,542.099991
2013-01-03,AAPL,2013-06-22,735.0,put,199.8,201.65,0.3701,-0.859,0.0016,-30.9149,82.5634,542.099991
2013-01-03,AAPL,2013-06-22,740.0,put,204.55,206.45,0.3729,-0.8627,0.0016,-30.5475,81.0806,542.099991
2013-01-03,AAPL,2013-06-22,745.0,put,209.3,211.15,0.375,-0.8668,0.0016,-30.0373,79.4162,542.099991
2013-01-03,AAPL,2013-06-22,750.0,put,214.2,215.5,0.3758,-0.8718,0.0015,-29.2556,77.3716,542.099991
2013-01-03,AAPL,2013-06-22,755.0,put,218.85,220.75,0.3803,-0.8737,0.0015,-29.2829,76.5668,542.099991
2013-01-03,AAPL,2013-06-22,760.0,put,223.65,225.55,0.383,-0.8768,0.0014,-28.9302,75.2204,542.099991
2013-01-03,AAPL,2013-06-22,765.0,put,228.45,230.3,0.3852,-0.8803,0.0014,-28.479,73.7523,542.099991
2013-01-03,AAPL,2013-06-22,770.0,put,233.25,235.15,0.3879,-0.8832,0.0014,-28.1447,72.4856,542.099991
2013-01-03,AAPL,2013-06-22,775.0,put,238.1,239.95,0.3906,-0.8859,0.0013,-27.8194,71.2574,542.099991
2013-01-03,AAPL,2013-06-22,780.0,put,243.0,244.8,0.3938,-0.8882,0.0013,-27.6099,70.2283,542.099991
2013-01-03,AAPL,2013-06-22,785.0,put,247.85,249.65,0.3966,-0.8907,0.0013,-27.3234,69.1063,542.099991
2013-01-03,AAPL,2013-06-22,790.0,put,252.65,254.65,0.4,-0.8927,0.0013,-27.1731,68.2121,542.099991
2013-01-03,AAPL,2013-06-22,795.0,put,257.85,259.35,0.4043,-0.8939,0.0011,-27.2217,67.6374,542.099991
2013-01-03,AAPL,2013-06-22,800.0,put,262.4,264.4,0.4059,-0.8969,0.0011,-26.7058,66.2358,542.099991
2013-01-03,AAPL,2013-06-22,805.0,put,267.3,269.35,0.4094,-0.8986,0.0011,-26.6003,65.4703,542.099991
2013-01-03,AAPL,2013-06-22,810.0,put,272.2,274.2,0.4122,-0.9006,0.0011,-26.3549,64.5139,542.099991
2013-01-03,AAPL,2013-06-22,815.0,put,277.1,279.05,0.4148,-0.9027,0.0011,-26.0756,63.5253,542.099991
2013-01-03,AAPL,2013-06-22,820.0,put,282.0,283.95,0.4178,-0.9044,0.0011,-25.8881,62.6918,542.099991
2013-01-03,AAPL,2013-06-22,825.0,put,286.9,288.85,0.4207,-0.9061,0.0011,-25.687,61.8554,542.099991
2013-01-03,AAPL,2013-06-22,830.0,put,291.8,293.8,0.4239,-0.9076,0.0011,-25.5558,61.1392,542.099991
2013-01-03,AAPL,2013-06-22,835.0,put,296.7,299.05,0.4294,-0.9076,0.001,-25.9095,61.1532,542.099991
2013-01-03,AAPL,2013-06-22,840.0,put,301.6,304.2,0.4339,-0.9081,0.001,-26.0611,60.8778,542.099991
2013-01-03,AAPL,2013-06-22,845.0,put,306.6,308.55,0.4334,-0.9117,0.001,-25.1827,59.1105,542.099991
2013-01-03,AAPL,2013-06-22,850.0,put,311.45,314.0,0.4334,-0.9149,0.001,-24.4221,57.5239,542.099991
2013-01-03,AAPL,2013-06-22,855.0,put,316.45,318.8,0.4334,-0.9179,0.0009,-23.6753,55.9667,542.099991
2013-01-03,AAPL,2013-06-22,860.0,put,321.35,323.75,0.4334,-0.9209,0.0009,-22.9424,54.4391,542.099991
2013-01-03,AAPL,2013-06-22,865.0,put,326.25,328.85,0.4334,-0.9237,0.0009,-22.2236,52.9411,542.099991
2013-01-03,AAPL,2013-06-22,870.0,put,331.2,333.8,0.4334,-0.9265,0.0009,-21.5188,51.473,542.099991
2013-01-03,AAPL,2013-06-22,875.0,put,336.15,338.55,0.4334,-0.9292,0.0008,-20.8281,50.0347,542.099991
2013-01-03,AAPL,2013-06-22,880.0,put,341.1,343.65,0.4334,-0.9317,0.0008,-20.1515,48.6263,542.099991
2013-01-03,AAPL,2013-06-22,885.0,put,346.1,348.6,0.4334,-0.9342,0.0008,-19.4889,47.2478,542.099991
2013-01-03,AAPL,2013-06-22,890.0,put,351.05,353.5,0.4334,-0.9366,0.0008,-18.8403,45.899,542.099991
2013-01-03,AAPL,2013-06-22,895.0,put,356.0,358.55,0.4334,-0.939,0.0008,-18.2057,44.5799,542.099991
2013-01-03,AAPL,2013-06-22,900.0,put,361.0,362.9,0.4334,-0.9412,0.0007,-17.585,43.2902,542.099991
2013-01-03,AAPL,2013-06-22,905.0,put,365.7,368.45,0.4334,-0.9434,0.0007,-16.9781,42.0298,542.099991
2013-01-03,AAPL,2013-06-22,910.0,put,370.9,373.4,0.4334,-0.9455,0.0007,-16.3848,40.7985,542.099991
2013-01-03,AAPL,2013-06-22,915.0,put,375.8,378.35,0.4334,-0.9475,0.0007,-15.8051,39.5961,542.099991
2013-01-03,AAPL,2013-06-22,920.0,put,380.75,383.3,0.4334,-0.9494,0.0007,-15.2389,38.4221,542.099991
2013-01-03,AAPL,2013-06-22,925.0,put,385.8,388.3,0.4334,-0.9513,0.0005,-14.686,37.2766,542.099991
2013-01-03,AAPL,2013-06-22,930.0,put,390.55,393.25,0.4334,-0.9531,0.0005,-14.1462,36.1589,542.099991
2013-01-03,AAPL,2013-06-22,935.0,put,395.75,398.2,0.4334,-0.9549,0.0005,-13.6194,35.0689,542.099991
2013-01-03,AAPL,2013-06-22,940.0,put,400.55,403.2,0.4334,-0.9566,0.0005,-13.1055,34.0062,542.099991
2013-01-03,AAPL,2013-06-22,945.0,put,405.45,408.15,0.4334,-0.9582,0.0005,-12.6042,32.9704,542.099991
2013-01-03,AAPL,2013-06-22,950.0,put,410.4,413.1,0.4334,-0.9598,0.0005,-12.1154,31.9611,542.099991
2013-01-03,AAPL,2013-06-22,955.0,put,415.6,418.1,0.4334,-0.9613,0.0005,-11.6388,30.978,542.099991
2013-01-03,AAPL,2013-06-22,960.0,put,420.6,423.05,0.4334,-0.9628,0.0005,-11.1744,30.0205,542.099991
2013-01-03,AAPL,2013-06-22,965.0,put,425.55,427.95,0.4334,-0.9642,0.0005,-10.7218,29.0884,542.099991
2013-01-03,AAPL,2013-07-20,255.0,call,285.7,289.35,0.3167,0.9996,0.0,-0.9337,0.5582,542.099991
2013-01-03,AAPL,2013-07-20,260.0,call,280.5,284.35,0.3167,0.9995,0.0,-1.0007,0.7362,542.099991
2013-01-03,AAPL,2013-07-20,265.0,call,275.7,278.85,0.3167,0.9993,0.0,-1.0809,0.9595,542.099991
2013-01-03,AAPL,2013-07-20,270.0,call,270.75,273.85,0.3167,0.9991,0.0,-1.1767,1.2362,542.099991
2013-01-03,AAPL,2013-07-20,275.0,call,265.75,268.9,0.3167,0.9988,0.0,-1.2907,1.5754,542.099991
2013-01-03,AAPL,2013-07-20,280.0,call,260.8,263.95,0.3167,0.9985,0.0,-1.4257,1.9869,542.099991
2013-01-03,AAPL,2013-07-20,285.0,call,256.4,258.85,0.3167,0.998,0.0,-1.5848,2.4812,542.099991
2013-01-03,AAPL,2013-07-20,290.0,call,251.45,254.0,0.3167,0.9975,0.0001,-1.7712,3.0691,542.099991
2013-01-03,AAPL,2013-07-20,295.0,call,246.5,249.1,0.3167,0.9969,0.0001,-1.9882,3.762,542.099991
2013-01-03,AAPL,2013-07-20,300.0,call,241.4,243.95,0.3167,0.9961,0.0001,-2.2391,4.5716,542.099991
2013-01-03,AAPL,2013-07-20,305.0,call,236.15,239.0,0.3167,0.9952,0.0001,-2.5273,5.5094,542.099991
2013-01-03,AAPL,2013-07-20,310.0,call,231.75,234.1,0.3167,0.9942,0.0001,-2.8561,6.587,542.099991
2013-01-03,AAPL,2013-07-20,315.0,call,226.3,229.4,0.3167,0.993,0.0002,-3.2289,7.8156,542.099991
2013-01-03,AAPL,2013-07-20,320.0,call,221.3,224.25,0.3167,0.9915,0.0002,-3.6486,9.206,542.099991
2013-01-03,AAPL,2013-07-20,325.0,call,216.85,219.2,0.3167,0.9898,0.0002,-4.1183,10.7678,542.099991
2013-01-03,AAPL,2013-07-20,330.0,call,212.45,214.1,0.3167,0.9879,0.0002,-4.6403,12.5105,542.099991
2013-01-03,AAPL,2013-07-20,335.0,call,207.45,209.55,0.3167,0.9858,0.0002,-5.2171,14.4414,542.099991
2013-01-03,AAPL,2013-07-20,340.0,call,202.65,204.85,0.3167,0.9833,0.0002,-5.8504,16.5673,542.099991
2013-01-03,AAPL,2013-07-20,345.0,call,197.65,200.1,0.3167,0.9805,0.0004,-6.5417,18.8931,542.099991
2013-01-03,AAPL,2013-07-20,350.0,call,193.5,194.65,0.3247,0.9749,0.0005,-8.0249,23.3507,542.099991
2013-01-03,AAPL,2013-07-20,355.0,call,188.25,190.55,0.3209,0.9725,0.0005,-8.5086,25.2207,542.099991
2013-01-03,AAPL,2013-07-20,360.0,call,183.2,185.6,0.3103,0.9723,0.0005,-8.3273,25.3989,542.099991
2013-01-03,AAPL,2013-07-20,365.0,call,178.6,180.9,0.3167,0.9658,0.0005,-9.8976,30.2357,542.099991
2013-01-03,AAPL,2013-07-20,370.0,call,174.7,176.15,0.3313,0.9551,0.0007,-12.5927,37.7156,542.099991
2013-01-03,AAPL,2013-07-20,375.0,call,169.65,171.65,0.3266,0.9517,0.0008,-13.1264,39.9959,542.099991
2013-01-03,AAPL,2013-07-20,380.0,call,165.1,167.05,0.3271,0.9457,0.0008,-14.3343,43.9146,542.099991
2013-01-03,AAPL,2013-07-20,385.0,call,160.45,162.5,0.3258,0.94,0.0009,-15.3539,47.4581,542.099991
2013-01-03,AAPL,2013-07-20,390.0,call,156.0,158.0,0.3265,0.933,0.001,-16.6793,51.7391,542.099991
2013-01-03,AAPL,2013-07-20,395.0,call,151.5,153.5,0.326,0.9261,0.0011,-17.8798,55.7931,542.099991
2013-01-03,AAPL,2013-07-20,400.0,call,147.55,149.0,0.3291,0.9168,0.0011,-19.6305,61.0277,542.099991
2013-01-03,AAPL,2013-07-20,405.0,call,143.05,144.2,0.3242,0.9113,0.0011,-20.2656,64.0318,542.099991
2013-01-03,AAPL,2013-07-20,410.0,call,138.35,140.55,0.3257,0.902,0.0013,-21.8267,68.9479,542.099991
2013-01-03,AAPL,2013-07-20,415.0,call,134.6,135.85,0.3261,0.8927,0.0014,-23.2613,73.6286,542.099991
2013-01-03,AAPL,2013-07-20,420.0,call,130.5,131.65,0.3264,0.883,0.0015,-24.6947,78.3204,542.099991
2013-01-03,AAPL,2013-07-20,425.0,call,126.3,127.5,0.3255,0.8735,0.0016,-25.9504,82.7176,542.099991
2013-01-03,AAPL,2013-07-20,430.0,call,122.1,123.25,0.3235,0.8643,0.0017,-27.0345,86.8608,542.099991
2013-01-03,AAPL,2013-07-20,435.0,call,117.55,119.65,0.3232,0.8536,0.0018,-28.3764,91.449,542.099991
2013-01-03,AAPL,2013-07-20,440.0,call,113.8,115.25,0.3212,0.8433,0.0019,-29.4584,95.6456,542.099991
2013-01-03,AAPL,2013-07-20,445.0,call,110.15,111.3,0.3217,0.8314,0.002,-30.8833,100.3433,542.099991
2013-01-03,AAPL,2013-07-20,450.0,call,106.4,107.55,0.3219,0.8191,0.0021,-32.2554,104.9194,542.099991
2013-01-03,AAPL,2013-07-20,455.0,call,102.05,104.1,0.3201,0.8075,0.0021,-33.29,109.0284,542.099991
2013-01-03,AAPL,2013-07-20,460.0,call,98.95,99.9,0.3201,0.7946,0.0022,-34.5723,113.3945,542.099991
2013-01-03,AAPL,2013-07-20,465.0,call,94.75,96.8,0.3192,0.7816,0.0023,-35.694,117.5115,542.099991
2013-01-03,AAPL,2013-07-20,470.0,call,91.75,92.85,0.3195,0.7679,0.0023,-36.927,121.6513,542.099991
2013-01-03,AAPL,2013-07-20,475.0,call,87.75,89.6,0.3179,0.7546,0.0025,-37.8396,125.4047,542.099991
2013-01-03,AAPL,2013-07-20,480.0,call,84.65,85.8,0.317,0.7407,0.0026,-38.8089,129.1096,542.099991
2013-01-03,AAPL,2013-07-20,485.0,call,81.4,82.5,0.3169,0.7261,0.0026,-39.8435,132.7281,542.099991
2013-01-03,AAPL,2013-07-20,490.0,call,78.3,79.25,0.3169,0.7113,0.0027,-40.8331,136.1552,542.099991
2013-01-03,AAPL,2013-07-20,495.0,call,75.15,75.95,0.316,0.6965,0.0028,-41.6276,139.3112,542.099991
2013-01-03,AAPL,2013-07-20,500.0,call,72.1,72.75,0.3152,0.6814,0.0028,-42.3722,142.2717,542.099991
2013-01-03,AAPL,2013-07-20,505.0,call,69.1,69.85,0.315,0.666,0.0028,-43.1363,145.041,542.099991
2013-01-03,AAPL,2013-07-20,510.0,call,66.05,66.8,0.3135,0.6506,0.003,-43.6425,147.5355,542.099991
2013-01-03,AAPL,2013-07-20,515.0,call,63.3,63.95,0.3132,0.6349,0.003,-44.2496,149.8329,542.099991
2013-01-03,AAPL,2013-07-20,520.0,call,60.55,61.0,0.3121,0.6191,0.0031,-44.6683,151.8713,542.099991
2013-01-03,AAPL,2013-07-20,525.0,call,57.85,58.55,0.3122,0.6031,0.0031,-45.1834,153.6705,542.099991
2013-01-03,AAPL,2013-07-20,530.0,call,55.2,55.8,0.311,0.5871,0.0031,-45.4369,155.2076,542.099991
2013-01-03,AAPL,2013-07-20,535.0,call,52.65,53.3,0.3104,0.5709,0.0032,-45.6995,156.4879,542.099991
2013-01-03,AAPL,2013-07-20,540.0,call,50.35,50.9,0.3104,0.555,0.0032,-45.9717,157.5029,542.099991
2013-01-03,AAPL,2013-07-20,545.0,put,53.7,54.25,0.3332,-0.4572,0.003,-47.8057,158.1017,542.099991
2013-01-03,AAPL,2013-07-20,550.0,put,56.45,57.0,0.3328,-0.4721,0.003,-47.8908,158.6273,542.099991
2013-01-03,AAPL,2013-07-20,555.0,put,59.25,59.8,0.3323,-0.487,0.003,-47.878,158.931,542.099991
2013-01-03,AAPL,2013-07-20,560.0,put,62.15,62.7,0.3321,-0.5017,0.003,-47.8265,159.0141,542.099991
2013-01-03,AAPL,2013-07-20,565.0,put,65.05,65.7,0.3317,-0.5164,0.003,-47.6941,158.882,542.099991
2013-01-03,AAPL,2013-07-20,570.0,put,68.1,68.7,0.3313,-0.5309,0.003,-47.4972,158.5385,542.099991
2013-01-03,AAPL,2013-07-20,575.0,put,71.15,71.85,0.3309,-0.5453,0.003,-47.2373,157.9891,542.099991
2013-01-03,AAPL,2013-07-20,580.0,put,74.4,75.05,0.3309,-0.5594,0.003,-46.9785,157.2509,542.099991
2013-01-03,AAPL,2013-07-20,585.0,put,77.65,78.4,0.3309,-0.5733,0.003,-46.663,156.327,542.099991
2013-01-03,AAPL,2013-07-20,590.0,put,81.05,81.85,0.3313,-0.5867,0.0028,-46.3725,155.2491,542.099991
2013-01-03,AAPL,2013-07-20,595.0,put,84.35,85.25,0.331,-0.6003,0.0028,-45.888,153.9605,542.099991
2013-01-03,AAPL,2013-07-20,600.0,put,87.95,88.7,0.3313,-0.6134,0.0028,-45.467,152.5517,542.099991
2013-01-03,AAPL,2013-07-20,605.0,put,91.4,92.15,0.3307,-0.6267,0.0028,-44.8523,150.9242,542.099991
2013-01-03,AAPL,2013-07-20,610.0,put,94.85,95.9,0.3307,-0.6395,0.0028,-44.2921,149.1967,542.099991
2013-01-03,AAPL,2013-07-20,615.0,put,98.6,100.0,0.3326,-0.6506,0.0028,-44.0156,147.5437,542.099991
2013-01-03,AAPL,2013-07-20,620.0,put,102.0,103.3,0.3302,-0.6646,0.0028,-42.9666,145.2889,542.099991
2013-01-03,AAPL,2013-07-20,625.0,put,106.0,107.15,0.3313,-0.6757,0.0027,-42.4855,143.3349,542.099991
2013-01-03,AAPL,2013-07-20,630.0,put,109.95,110.95,0.3318,-0.6871,0.0027,-41.8709,141.2148,542.099991
2013-01-03,AAPL,2013-07-20,635.0,put,113.9,115.3,0.3338,-0.6967,0.0026,-41.5179,139.2756,542.099991
2013-01-03,AAPL,2013-07-20,640.0,put,117.7,118.9,0.3325,-0.7089,0.0026,-40.5092,136.6834,542.099991
2013-01-03,AAPL,2013-07-20,645.0,put,122.0,122.9,0.334,-0.7185,0.0025,-40.006,134.5322,542.099991
2013-01-03,AAPL,2013-07-20,650.0,put,125.7,126.9,0.3328,-0.7299,0.0025,-39.0022,131.815,542.099991
2013-01-03,AAPL,2013-07-20,655.0,put,130.2,131.1,0.3353,-0.7381,0.0023,-38.6359,129.7763,542.099991
2013-01-03,AAPL,2013-07-20,660.0,put,133.95,135.2,0.3341,-0.7491,0.0023,-37.5762,126.9094,542.099991
2013-01-03,AAPL,2013-07-20,665.0,put,138.3,140.05,0.338,-0.7553,0.0023,-37.479,125.2112,542.099991
2013-01-03,AAPL,2013-07-20,670.0,put,142.7,143.95,0.3381,-0.7646,0.0023,-36.6457,122.5987,542.099991
2013-01-03,AAPL,2013-07-20,675.0,put,146.75,148.15,0.3376,-0.7742,0.0022,-35.6857,119.7954,542.099991
2013-01-03,AAPL,2013-07-20,680.0,put,151.4,152.35,0.3394,-0.7814,0.0022,-35.1686,117.5932,542.099991
2013-01-03,AAPL,2013-07-20,685.0,put,155.25,157.35,0.3408,-0.7887,0.0021,-34.5707,115.2937,542.099991
2013-01-03,AAPL,2013-07-20,690.0,put,160.1,161.25,0.3418,-0.7961,0.0021,-33.8921,112.8899,542.099991
2013-01-03,AAPL,2013-07-20,695.0,put,164.15,166.2,0.3434,-0.8027,0.002,-33.3323,110.6785,542.099991
2013-01-03,AAPL,2013-07-20,700.0,put,169.1,170.1,0.3444,-0.8096,0.002,-32.6537,108.3043,542.099991
2013-01-03,AAPL,2013-07-20,705.0,put,173.0,175.25,0.3458,-0.8159,0.0019,-32.057,106.0751,542.099991
2013-01-03,AAPL,2013-07-20,710.0,put,177.75,180.0,0.3493,-0.8201,0.0019,-31.8868,104.5512,542.099991
2013-01-03,AAPL,2013-07-20,715.0,put,182.2,184.35,0.3492,-0.8273,0.0018,-30.9947,101.8965,542.099991
2013-01-03,AAPL,2013-07-20,720.0,put,186.75,188.95,0.3506,-0.8329,0.0018,-30.4096,99.7563,542.099991
2013-01-03,AAPL,2013-07-20,725.0,put,191.35,193.55,0.3521,-0.8382,0.0017,-29.85,97.6823,542.099991
2013-01-03,AAPL,2013-07-20,730.0,put,196.15,198.35,0.3555,-0.8417,0.0017,-29.6814,96.297,542.099991
2013-01-03,AAPL,2013-07-20,735.0,put,200.8,202.75,0.356,-0.8475,0.0017,-28.9312,93.9536,542.099991
2013-01-03,AAPL,2013-07-20,740.0,put,205.8,206.9,0.3568,-0.8529,0.0016,-28.2485,91.7428,542.099991
2013-01-03,AAPL,2013-07-20,745.0,put,210.05,212.25,0.3595,-0.8564,0.0016,-27.9782,90.2765,542.099991
2013-01-03,AAPL,2013-07-20,750.0,put,214.95,216.4,0.3595,-0.862,0.0015,-27.1485,87.8507,542.099991
2013-01-03,AAPL,2013-07-20,755.0,put,219.65,221.55,0.3637,-0.8641,0.0015,-27.1555,86.9357,542.099991
2013-01-03,AAPL,2013-07-20,760.0,put,224.4,226.75,0.3683,-0.8657,0.0015,-27.2707,86.24,542.099991
2013-01-03,AAPL,2013-07-20,765.0,put,229.2,231.45,0.3703,-0.8693,0.0014,-26.8672,84.6551,542.099991
2013-01-03,AAPL,2013-07-20,770.0,put,234.15,235.3,0.3683,-0.8759,0.0014,-25.6664,81.6604,542.099991
2013-01-03,AAPL,2013-07-20,775.0,put,239.15,240.2,0.3724,-0.8775,0.0014,-25.7012,80.9138,542.099991
2013-01-03,AAPL,2013-07-20,780.0,put,243.6,245.6,0.3759,-0.8795,0.0013,-25.6224,79.9857,542.099991
2013-01-03,AAPL,2013-07-20,785.0,put,248.4,250.75,0.3802,-0.8808,0.0013,-25.7107,79.3811,542.099991
2013-01-03,AAPL,2013-07-20,790.0,put,253.25,255.35,0.3812,-0.8844,0.0013,-25.1647,77.6611,542.099991
2013-01-03,AAPL,2013-07-20,795.0,put,258.05,260.1,0.383,-0.8874,0.0013,-24.7471,76.1925,542.099991
2013-01-03,AAPL,2013-07-20,800.0,put,262.9,265.25,0.3874,-0.8884,0.0011,-24.8745,75.7294,542.099991
2013-01-03,AAPL,2013-07-20,805.0,put,267.8,269.85,0.3886,-0.8916,0.0011,-24.3719,74.1517,542.099991
2013-01-03,AAPL,2013-07-20,810.0,put,272.65,274.95,0.3925,-0.8928,0.0011,-24.4122,73.5728,542.099991
2013-01-03,AAPL,2013-07-20,815.0,put,277.3,279.75,0.393,-0.8963,0.0011,-23.7865,71.813,542.099991
2013-01-03,AAPL,2013-07-20,820.0,put,282.15,284.6,0.3952,-0.8985,0.0011,-23.5046,70.6921,542.099991
2013-01-03,AAPL,2013-07-20,825.0,put,287.3,289.4,0.3993,-0.8994,0.0011,-23.6024,70.2756,542.099991
2013-01-03,AAPL,2013-07-20,830.0,put,291.95,294.5,0.4014,-0.9015,0.0011,-23.3137,69.1791,542.099991
2013-01-03,AAPL,2013-07-20,835.0,put,296.85,299.25,0.4031,-0.9038,0.0011,-22.9539,67.9718,542.099991
2013-01-03,AAPL,2013-07-20,840.0,put,301.75,304.15,0.4057,-0.9055,0.001,-22.7763,67.1098,542.099991
2013-01-03,AAPL,2013-07-20,845.0,put,306.7,309.05,0.4087,-0.9068,0.001,-22.6825,66.4141,542.099991
2013-01-03,AAPL,2013-07-20,850.0,put,311.85,314.05,0.4087,-0.9101,0.001,-22.0153,64.7008,542.099991
2013-01-03,AAPL,2013-07-20,855.0,put,316.5,319.2,0.4087,-0.9132,0.001,-21.3594,63.0173,542.099991
2013-01-03,AAPL,2013-07-20,860.0,put,321.45,323.9,0.4087,-0.9162,0.0009,-20.7151,61.3639,542.099991
2013-01-03,AAPL,2013-07-20,865.0,put,326.35,328.8,0.4087,-0.9191,0.0009,-20.0824,59.7407,542.099991
